tran_sequence_number,transaction_datetime_id
TXN20250202003796,DT_20250202_053451
TXN20250318003797,DT_20250318_081741
TXN20250126003798,DT_20250126_185510
TXN20250207003799,DT_20250207_221722
TXN20250126003800,DT_20250126_230725
TXN20250213003801,DT_20250213_051500
TXN20250115003802,DT_20250115_194032
TXN20250320003803,DT_20250320_174626
TXN20250201003804,DT_20250201_014112
TXN20250104003805,DT_20250104_160723
TXN20250324003806,DT_20250324_050537
TXN20250117003807,DT_20250117_112536
TXN20250331003808,DT_20250331_165958
TXN20250320003809,DT_20250320_221712
TXN20250103003810,DT_20250103_055047
TXN20250115003811,DT_20250115_155355
TXN20250314003812,DT_20250314_100334
TXN20250323003813,DT_20250323_014409
TXN20250219003814,DT_20250219_050508
TXN20250304003815,DT_20250304_224256
TXN20250205003816,DT_20250205_084533
TXN20250219003817,DT_20250219_122800
TXN20250225003818,DT_20250225_040317
TXN20250325003819,DT_20250325_203048
TXN20250318003820,DT_20250318_071753
TXN20250301003821,DT_20250301_121829
TXN20250303003822,DT_20250303_004117
TXN20250329003823,DT_20250329_012242
TXN20250104003824,DT_20250104_214439
TXN20250120003825,DT_20250120_210436
TXN20250107003826,DT_20250107_194459
TXN20250220003827,DT_20250220_113736
TXN20250316003828,DT_20250316_125344
TXN20250308003829,DT_20250308_142128
TXN20250301003830,DT_20250301_095041
TXN20250314003831,DT_20250314_185141
TXN20250225003832,DT_20250225_102731
TXN20250219003833,DT_20250219_205851
TXN20250102003834,DT_20250102_133840
TXN20250205003835,DT_20250205_023528
TXN20250101003836,DT_20250101_184459
TXN20250204003837,DT_20250204_133522
TXN20250131003838,DT_20250131_115720
TXN20250318003839,DT_20250318_120734
TXN20250315003840,DT_20250315_124420
TXN20250227003841,DT_20250227_054111
TXN20250101003842,DT_20250101_091253
TXN20250131003843,DT_20250131_111629
TXN20250309003844,DT_20250309_164423
TXN20250115003845,DT_20250115_095018
TXN20250325003846,DT_20250325_072132
TXN20250104003847,DT_20250104_051533
TXN20250221003848,DT_20250221_082013
TXN20250208003849,DT_20250208_002514
TXN20250301003850,DT_20250301_003154
TXN20250120003851,DT_20250120_213836
TXN20250308003852,DT_20250308_071245
TXN20250131003853,DT_20250131_012432
TXN20250222003854,DT_20250222_102443
TXN20250214003855,DT_20250214_115816
TXN20250315003856,DT_20250315_011101
TXN20250321003857,DT_20250321_200839
TXN20250314003858,DT_20250314_184521
TXN20250203003859,DT_20250203_122102
TXN20250221003860,DT_20250221_163246
TXN20250302003861,DT_20250302_111037
TXN20250311003862,DT_20250311_232151
TXN20250318003863,DT_20250318_082542
TXN20250106003864,DT_20250106_101340
TXN20250305003865,DT_20250305_065804
TXN20250116003866,DT_20250116_100544
TXN20250310003867,DT_20250310_181430
TXN20250308003868,DT_20250308_075151
TXN20250218003869,DT_20250218_164702
TXN20250328003870,DT_20250328_203104
TXN20250125003871,DT_20250125_195516
TXN20250301003872,DT_20250301_130231
TXN20250111003873,DT_20250111_070304
TXN20250116003874,DT_20250116_114216
TXN20250129003875,DT_20250129_225711
TXN20250201003876,DT_20250201_085311
TXN20250205003877,DT_20250205_121619
TXN20250313003878,DT_20250313_231630
TXN20250112003879,DT_20250112_103029
TXN20250210003880,DT_20250210_114449
TXN20250203003881,DT_20250203_153808
TXN20250208003882,DT_20250208_001613
TXN20250210003883,DT_20250210_155135
TXN20250212003884,DT_20250212_015919
TXN20250104003885,DT_20250104_153400
TXN20250103003886,DT_20250103_123754
TXN20250330003887,DT_20250330_134002
TXN20250314003888,DT_20250314_130839
TXN20250301003889,DT_20250301_031117
TXN20250321003890,DT_20250321_154127
TXN20250208003891,DT_20250208_133602
TXN20250118003892,DT_20250118_134718
TXN20250319003893,DT_20250319_132434
TXN20250221003894,DT_20250221_233527
TXN20250106003895,DT_20250106_051603
TXN20250201003896,DT_20250201_052643
TXN20250113003897,DT_20250113_020812
TXN20250124003898,DT_20250124_021203
TXN20250331003899,DT_20250331_142737
TXN20250310003900,DT_20250310_205143
TXN20250311003901,DT_20250311_015042
TXN20250306003902,DT_20250306_082715
TXN20250318003903,DT_20250318_071919
TXN20250112003904,DT_20250112_180805
TXN20250318003905,DT_20250318_175124
TXN20250209003906,DT_20250209_135342
TXN20250113003907,DT_20250113_111636
TXN20250303003908,DT_20250303_202938
TXN20250217003909,DT_20250217_113440
TXN20250114003910,DT_20250114_083655
TXN20250226003911,DT_20250226_231212
TXN20250313003912,DT_20250313_194557
TXN20250108003913,DT_20250108_003829
TXN20250325003914,DT_20250325_203507
TXN20250224003915,DT_20250224_064130
TXN20250205003916,DT_20250205_193834
TXN20250314003917,DT_20250314_214959
TXN20250220003918,DT_20250220_122712
TXN20250225003919,DT_20250225_041045
TXN20250203003920,DT_20250203_101107
TXN20250209003921,DT_20250209_200908
TXN20250319003922,DT_20250319_043933
TXN20250319003923,DT_20250319_012400
TXN20250224003924,DT_20250224_202920
TXN20250131003925,DT_20250131_053937
TXN20250103003926,DT_20250103_020645
TXN20250220003927,DT_20250220_081929
TXN20250101003928,DT_20250101_075312
TXN20250105003929,DT_20250105_042428
TXN20250327003930,DT_20250327_185206
TXN20250316003931,DT_20250316_105805
TXN20250228003932,DT_20250228_164756
TXN20250307003933,DT_20250307_235248
TXN20250313003934,DT_20250313_042330
TXN20250328003935,DT_20250328_163532
TXN20250302003936,DT_20250302_121819
TXN20250203003937,DT_20250203_205332
TXN20250101003938,DT_20250101_133619
TXN20250226003939,DT_20250226_175309
TXN20250222003940,DT_20250222_220025
TXN20250324003941,DT_20250324_163532
TXN20250226003942,DT_20250226_014156
TXN20250309003943,DT_20250309_061152
TXN20250123003944,DT_20250123_112734
TXN20250316003945,DT_20250316_131416
TXN20250209003946,DT_20250209_223734
TXN20250321003947,DT_20250321_021502
TXN20250117003948,DT_20250117_191509
TXN20250227003949,DT_20250227_082843
TXN20250219003950,DT_20250219_070255
TXN20250324003951,DT_20250324_160153
TXN20250220003952,DT_20250220_090735
TXN20250109003953,DT_20250109_132046
TXN20250107003954,DT_20250107_095420
TXN20250331003955,DT_20250331_224152
TXN20250203003956,DT_20250203_055050
TXN20250317003957,DT_20250317_120647
TXN20250129003958,DT_20250129_165557
TXN20250211003959,DT_20250211_152740
TXN20250324003960,DT_20250324_181155
TXN20250223003961,DT_20250223_182137
TXN20250305003962,DT_20250305_200755
TXN20250314003963,DT_20250314_081034
TXN20250305003964,DT_20250305_045436
TXN20250328003965,DT_20250328_035830
TXN20250324003966,DT_20250324_085808
TXN20250106003967,DT_20250106_214424
TXN20250308003968,DT_20250308_142137
TXN20250122003969,DT_20250122_112030
TXN20250310003970,DT_20250310_112557
TXN20250216003971,DT_20250216_044557
TXN20250203003972,DT_20250203_193045
TXN20250314003973,DT_20250314_195107
TXN20250212003974,DT_20250212_185659
TXN20250124003975,DT_20250124_054520
TXN20250130003976,DT_20250130_013039
TXN20250213003977,DT_20250213_053010
TXN20250219003978,DT_20250219_012338
TXN20250210003979,DT_20250210_214521
TXN20250210003980,DT_20250210_223700
TXN20250212003981,DT_20250212_095832
TXN20250322003982,DT_20250322_202322
TXN20250331003983,DT_20250331_111401
TXN20250314003984,DT_20250314_120425
TXN20250209003985,DT_20250209_182305
TXN20250327003986,DT_20250327_090544
TXN20250118003987,DT_20250118_172040
TXN20250123003988,DT_20250123_152407
TXN20250118003989,DT_20250118_195124
TXN20250214003990,DT_20250214_211906
TXN20250310003991,DT_20250310_150958
TXN20250119003992,DT_20250119_121444
TXN20250111003993,DT_20250111_042055
TXN20250220003994,DT_20250220_084410
TXN20250314003995,DT_20250314_040412
TXN20250131003996,DT_20250131_212745
TXN20250121003997,DT_20250121_031647
TXN20250121003998,DT_20250121_184438
TXN20250313003999,DT_20250313_223940
TXN20250228004000,DT_20250228_184659
TXN20250321004001,DT_20250321_120015
TXN20250301004002,DT_20250301_232223
TXN20250120004003,DT_20250120_020418
TXN20250217004004,DT_20250217_023037
TXN20250126004005,DT_20250126_234703
TXN20250210004006,DT_20250210_062028
TXN20250317004007,DT_20250317_052202
TXN20250330004008,DT_20250330_071709
TXN20250203004009,DT_20250203_032635
TXN20250126004010,DT_20250126_094446
TXN20250115004011,DT_20250115_061641
TXN20250126004012,DT_20250126_021221
TXN20250319004013,DT_20250319_102023
TXN20250319004014,DT_20250319_234606
TXN20250317004015,DT_20250317_004256
TXN20250225004016,DT_20250225_030957
TXN20250223004017,DT_20250223_142217
TXN20250227004018,DT_20250227_230930
TXN20250301004019,DT_20250301_182753
TXN20250314004020,DT_20250314_133904
TXN20250304004021,DT_20250304_170334
TXN20250212004022,DT_20250212_034416
TXN20250125004023,DT_20250125_212826
TXN20250106004024,DT_20250106_025947
TXN20250111004025,DT_20250111_002147
TXN20250218004026,DT_20250218_003853
TXN20250328004027,DT_20250328_132024
TXN20250115004028,DT_20250115_151002
TXN20250319004029,DT_20250319_090407
TXN20250304004030,DT_20250304_095310
TXN20250319004031,DT_20250319_195724
TXN20250218004032,DT_20250218_031913
TXN20250310004033,DT_20250310_182633
TXN20250215004034,DT_20250215_223223
TXN20250327004035,DT_20250327_173833
TXN20250327004036,DT_20250327_020958
TXN20250120004037,DT_20250120_080415
TXN20250116004038,DT_20250116_144913
TXN20250308004039,DT_20250308_224806
TXN20250306004040,DT_20250306_034814
TXN20250125004041,DT_20250125_001843
TXN20250102004042,DT_20250102_053358
TXN20250211004043,DT_20250211_173814
TXN20250228004044,DT_20250228_142228
TXN20250214004045,DT_20250214_093519
TXN20250324004046,DT_20250324_191123
TXN20250208004047,DT_20250208_133001
TXN20250120004048,DT_20250120_213347
TXN20250217004049,DT_20250217_071959
TXN20250301004050,DT_20250301_091921
TXN20250129004051,DT_20250129_113827
TXN20250109004052,DT_20250109_201357
TXN20250222004053,DT_20250222_190500
TXN20250321004054,DT_20250321_233411
TXN20250217004055,DT_20250217_153445
TXN20250314004056,DT_20250314_052256
TXN20250210004057,DT_20250210_104208
TXN20250113004058,DT_20250113_182555
TXN20250218004059,DT_20250218_082704
TXN20250319004060,DT_20250319_015451
TXN20250115004061,DT_20250115_111635
TXN20250307004062,DT_20250307_131643
TXN20250315004063,DT_20250315_022424
TXN20250326004064,DT_20250326_001232
TXN20250109004065,DT_20250109_161632
TXN20250220004066,DT_20250220_101031
TXN20250113004067,DT_20250113_141502
TXN20250329004068,DT_20250329_124343
TXN20250203004069,DT_20250203_061551
TXN20250305004070,DT_20250305_112656
TXN20250304004071,DT_20250304_042831
TXN20250117004072,DT_20250117_000931
TXN20250221004073,DT_20250221_081326
TXN20250206004074,DT_20250206_195632
TXN20250105004075,DT_20250105_124817
TXN20250126004076,DT_20250126_025228
TXN20250223004077,DT_20250223_171102
TXN20250327004078,DT_20250327_154911
TXN20250216004079,DT_20250216_010258
TXN20250307004080,DT_20250307_180255
TXN20250115004081,DT_20250115_040834
TXN20250327004082,DT_20250327_075943
TXN20250211004083,DT_20250211_032453
TXN20250301004084,DT_20250301_023651
TXN20250317004085,DT_20250317_051013
TXN20250105004086,DT_20250105_164338
TXN20250128004087,DT_20250128_014120
TXN20250211004088,DT_20250211_022921
TXN20250115004089,DT_20250115_202524
TXN20250323004090,DT_20250323_045858
TXN20250323004091,DT_20250323_234455
TXN20250213004092,DT_20250213_004743
TXN20250126004093,DT_20250126_072012
TXN20250207004094,DT_20250207_112702
TXN20250324004095,DT_20250324_123453
TXN20250125004096,DT_20250125_030901
TXN20250105004097,DT_20250105_203618
TXN20250106004098,DT_20250106_221706
TXN20250226004099,DT_20250226_211050
TXN20250219004100,DT_20250219_141051
TXN20250325004101,DT_20250325_070521
TXN20250225004102,DT_20250225_134516
TXN20250210004103,DT_20250210_081409
TXN20250318004104,DT_20250318_192015
TXN20250206004105,DT_20250206_234919
TXN20250120004106,DT_20250120_200244
TXN20250317004107,DT_20250317_034449
TXN20250225004108,DT_20250225_171831
TXN20250113004109,DT_20250113_135026
TXN20250301004110,DT_20250301_051518
TXN20250315004111,DT_20250315_050638
TXN20250329004112,DT_20250329_150910
TXN20250123004113,DT_20250123_225307
TXN20250311004114,DT_20250311_015553
TXN20250301004115,DT_20250301_173449
TXN20250301004116,DT_20250301_053952
TXN20250113004117,DT_20250113_002620
TXN20250131004118,DT_20250131_184347
TXN20250114004119,DT_20250114_231247
TXN20250208004120,DT_20250208_005551
TXN20250207004121,DT_20250207_183727
TXN20250304004122,DT_20250304_031416
TXN20250310004123,DT_20250310_123044
TXN20250306004124,DT_20250306_142206
TXN20250105004125,DT_20250105_160732
TXN20250119004126,DT_20250119_215057
TXN20250204004127,DT_20250204_053649
TXN20250205004128,DT_20250205_033621
TXN20250113004129,DT_20250113_184256
TXN20250221004130,DT_20250221_164931
TXN20250119004131,DT_20250119_194319
TXN20250102004132,DT_20250102_002304
TXN20250127004133,DT_20250127_192214
TXN20250113004134,DT_20250113_123646
TXN20250303004135,DT_20250303_022629
TXN20250217004136,DT_20250217_225523
TXN20250212004137,DT_20250212_215600
TXN20250113004138,DT_20250113_182805
TXN20250328004139,DT_20250328_075618
TXN20250315004140,DT_20250315_054535
TXN20250207004141,DT_20250207_181254
TXN20250207004142,DT_20250207_162948
TXN20250222004143,DT_20250222_094926
TXN20250216004144,DT_20250216_133301
TXN20250110004145,DT_20250110_081954
TXN20250312004146,DT_20250312_001947
TXN20250329004147,DT_20250329_050734
TXN20250208004148,DT_20250208_160856
TXN20250314004149,DT_20250314_074639
TXN20250318004150,DT_20250318_234318
TXN20250309004151,DT_20250309_163723
TXN20250123004152,DT_20250123_002711
TXN20250315004153,DT_20250315_094900
TXN20250310004154,DT_20250310_160327
TXN20250324004155,DT_20250324_183221
TXN20250216004156,DT_20250216_125805
TXN20250117004157,DT_20250117_130051
TXN20250108004158,DT_20250108_053852
TXN20250328004159,DT_20250328_190928
TXN20250228004160,DT_20250228_040559
TXN20250310004161,DT_20250310_161046
TXN20250113004162,DT_20250113_073251
TXN20250318004163,DT_20250318_123702
TXN20250329004164,DT_20250329_181410
TXN20250309004165,DT_20250309_045149
TXN20250316004166,DT_20250316_105256
TXN20250323004167,DT_20250323_140930
TXN20250116004168,DT_20250116_163053
TXN20250210004169,DT_20250210_201542
TXN20250225004170,DT_20250225_115032
TXN20250201004171,DT_20250201_160257
TXN20250216004172,DT_20250216_080514
TXN20250202004173,DT_20250202_112456
TXN20250216004174,DT_20250216_154020
TXN20250216004175,DT_20250216_073650
TXN20250114004176,DT_20250114_073400
TXN20250220004177,DT_20250220_194756
TXN20250122004178,DT_20250122_063747
TXN20250202004179,DT_20250202_234701
TXN20250314004180,DT_20250314_012042
TXN20250107004181,DT_20250107_061207
TXN20250130004182,DT_20250130_181643
TXN20250203004183,DT_20250203_011643
TXN20250124004184,DT_20250124_082314
TXN20250329004185,DT_20250329_185620
TXN20250309004186,DT_20250309_011237
TXN20250122004187,DT_20250122_135430
TXN20250123004188,DT_20250123_065028
TXN20250122004189,DT_20250122_011147
TXN20250210004190,DT_20250210_210347
TXN20250314004191,DT_20250314_040406
TXN20250113004192,DT_20250113_041953
TXN20250113004193,DT_20250113_193827
TXN20250223004194,DT_20250223_000449
TXN20250204004195,DT_20250204_035911
TXN20250205004196,DT_20250205_031259
TXN20250123004197,DT_20250123_151407
TXN20250308004198,DT_20250308_195302
TXN20250118004199,DT_20250118_052254
TXN20250111004200,DT_20250111_131721
TXN20250201004201,DT_20250201_210614
TXN20250130004202,DT_20250130_195136
TXN20250219004203,DT_20250219_200442
TXN20250306004204,DT_20250306_174645
TXN20250330004205,DT_20250330_203420
TXN20250325004206,DT_20250325_145724
TXN20250124004207,DT_20250124_212318
TXN20250303004208,DT_20250303_205322
TXN20250102004209,DT_20250102_073648
TXN20250214004210,DT_20250214_021243
TXN20250210004211,DT_20250210_075834
TXN20250319004212,DT_20250319_115103
TXN20250204004213,DT_20250204_150857
TXN20250318004214,DT_20250318_145308
TXN20250111004215,DT_20250111_020228
TXN20250227004216,DT_20250227_081624
TXN20250216004217,DT_20250216_165406
TXN20250320004218,DT_20250320_150224
TXN20250113004219,DT_20250113_201117
TXN20250107004220,DT_20250107_103636
TXN20250220004221,DT_20250220_194250
TXN20250113004222,DT_20250113_172831
TXN20250309004223,DT_20250309_161543
TXN20250105004224,DT_20250105_235947
TXN20250312004225,DT_20250312_072251
TXN20250201004226,DT_20250201_141534
TXN20250321004227,DT_20250321_053052
TXN20250313004228,DT_20250313_140927
TXN20250106004229,DT_20250106_215950
TXN20250128004230,DT_20250128_014308
TXN20250213004231,DT_20250213_090928
TXN20250102004232,DT_20250102_075640
TXN20250316004233,DT_20250316_201107
TXN20250228004234,DT_20250228_191510
TXN20250125004235,DT_20250125_050305
TXN20250128004236,DT_20250128_054028
TXN20250125004237,DT_20250125_233503
TXN20250316004238,DT_20250316_150035
TXN20250227004239,DT_20250227_151040
TXN20250310004240,DT_20250310_185500
TXN20250108004241,DT_20250108_201739
TXN20250330004242,DT_20250330_230301
TXN20250324004243,DT_20250324_161705
TXN20250120004244,DT_20250120_121833
TXN20250314004245,DT_20250314_054154
TXN20250128004246,DT_20250128_181000
TXN20250227004247,DT_20250227_223015
TXN20250320004248,DT_20250320_114753
TXN20250216004249,DT_20250216_171412
TXN20250115004250,DT_20250115_152929
TXN20250321004251,DT_20250321_082413
TXN20250312004252,DT_20250312_234344
TXN20250311004253,DT_20250311_084230
TXN20250203004254,DT_20250203_203403
TXN20250112004255,DT_20250112_141529
TXN20250324004256,DT_20250324_105756
TXN20250312004257,DT_20250312_202601
TXN20250118004258,DT_20250118_141743
TXN20250301004259,DT_20250301_071647
TXN20250110004260,DT_20250110_041322
TXN20250104004261,DT_20250104_005006
TXN20250204004262,DT_20250204_060738
TXN20250110004263,DT_20250110_142136
TXN20250130004264,DT_20250130_170241
TXN20250221004265,DT_20250221_160957
TXN20250222004266,DT_20250222_113651
TXN20250215004267,DT_20250215_054027
TXN20250107004268,DT_20250107_151518
TXN20250317004269,DT_20250317_132403
TXN20250114004270,DT_20250114_213142
TXN20250205004271,DT_20250205_112646
TXN20250314004272,DT_20250314_085404
TXN20250102004273,DT_20250102_044232
TXN20250226004274,DT_20250226_032403
TXN20250319004275,DT_20250319_104636
TXN20250313004276,DT_20250313_004713
TXN20250123004277,DT_20250123_083602
TXN20250130004278,DT_20250130_182956
TXN20250226004279,DT_20250226_232605
TXN20250223004280,DT_20250223_025525
TXN20250112004281,DT_20250112_013333
TXN20250131004282,DT_20250131_001336
TXN20250312004283,DT_20250312_234032
TXN20250307004284,DT_20250307_102203
TXN20250308004285,DT_20250308_100124
TXN20250129004286,DT_20250129_132503
TXN20250326004287,DT_20250326_231121
TXN20250124004288,DT_20250124_071403
TXN20250103004289,DT_20250103_025259
TXN20250211004290,DT_20250211_162750
TXN20250326004291,DT_20250326_160631
TXN20250126004292,DT_20250126_003910
TXN20250110004293,DT_20250110_232111
TXN20250306004294,DT_20250306_112632
TXN20250330004295,DT_20250330_014724
TXN20250219004296,DT_20250219_104402
TXN20250129004297,DT_20250129_063012
TXN20250121004298,DT_20250121_082506
TXN20250210004299,DT_20250210_220140
TXN20250324004300,DT_20250324_113406
TXN20250106004301,DT_20250106_072252
TXN20250309004302,DT_20250309_035409
TXN20250101004303,DT_20250101_103751
TXN20250326004304,DT_20250326_191700
TXN20250311004305,DT_20250311_091636
TXN20250222004306,DT_20250222_063408
TXN20250325004307,DT_20250325_224614
TXN20250104004308,DT_20250104_231554
TXN20250129004309,DT_20250129_225957
TXN20250116004310,DT_20250116_151355
TXN20250201004311,DT_20250201_210404
TXN20250317004312,DT_20250317_114357
TXN20250319004313,DT_20250319_160619
TXN20250111004314,DT_20250111_230737
TXN20250225004315,DT_20250225_171936
TXN20250213004316,DT_20250213_130134
TXN20250209004317,DT_20250209_194326
TXN20250103004318,DT_20250103_055021
TXN20250223004319,DT_20250223_144530
TXN20250307004320,DT_20250307_063355
TXN20250314004321,DT_20250314_141920
TXN20250112004322,DT_20250112_122658
TXN20250304004323,DT_20250304_105429
TXN20250316004324,DT_20250316_124251
TXN20250327004325,DT_20250327_191507
TXN20250227004326,DT_20250227_004314
TXN20250214004327,DT_20250214_212942
TXN20250103004328,DT_20250103_165304
TXN20250125004329,DT_20250125_022034
TXN20250224004330,DT_20250224_054026
TXN20250216004331,DT_20250216_085235
TXN20250311004332,DT_20250311_072722
TXN20250128004333,DT_20250128_184728
TXN20250202004334,DT_20250202_081543
TXN20250311004335,DT_20250311_212542
TXN20250213004336,DT_20250213_132118
TXN20250328004337,DT_20250328_070254
TXN20250112004338,DT_20250112_071553
TXN20250307004339,DT_20250307_103133
TXN20250318004340,DT_20250318_072848
TXN20250326004341,DT_20250326_175714
TXN20250309004342,DT_20250309_221806
TXN20250302004343,DT_20250302_143334
TXN20250228004344,DT_20250228_191607
TXN20250122004345,DT_20250122_181212
TXN20250113004346,DT_20250113_145758
TXN20250111004347,DT_20250111_033646
TXN20250214004348,DT_20250214_130544
TXN20250305004349,DT_20250305_182454
TXN20250210004350,DT_20250210_041518
TXN20250203004351,DT_20250203_235705
TXN20250226004352,DT_20250226_124616
TXN20250223004353,DT_20250223_232835
TXN20250307004354,DT_20250307_164943
TXN20250217004355,DT_20250217_001556
TXN20250306004356,DT_20250306_005148
TXN20250312004357,DT_20250312_053000
TXN20250228004358,DT_20250228_194447
TXN20250220004359,DT_20250220_205818
TXN20250312004360,DT_20250312_005616
TXN20250303004361,DT_20250303_130556
TXN20250224004362,DT_20250224_152353
TXN20250111004363,DT_20250111_170800
TXN20250316004364,DT_20250316_100607
TXN20250213004365,DT_20250213_162502
TXN20250110004366,DT_20250110_232349
TXN20250327004367,DT_20250327_143213
TXN20250227004368,DT_20250227_093506
TXN20250125004369,DT_20250125_124848
TXN20250127004370,DT_20250127_180852
TXN20250322004371,DT_20250322_143035
TXN20250226004372,DT_20250226_091858
TXN20250226004373,DT_20250226_202027
TXN20250304004374,DT_20250304_140049
TXN20250312004375,DT_20250312_141144
TXN20250224004376,DT_20250224_143749
TXN20250119004377,DT_20250119_234704
TXN20250328004378,DT_20250328_062215
TXN20250329004379,DT_20250329_035821
TXN20250201004380,DT_20250201_181435
TXN20250326004381,DT_20250326_214414
TXN20250124004382,DT_20250124_110230
TXN20250225004383,DT_20250225_055607
TXN20250308004384,DT_20250308_061230
TXN20250123004385,DT_20250123_061931
TXN20250215004386,DT_20250215_181258
TXN20250302004387,DT_20250302_084524
TXN20250213004388,DT_20250213_030721
TXN20250215004389,DT_20250215_031609
TXN20250326004390,DT_20250326_092651
TXN20250301004391,DT_20250301_192826
TXN20250301004392,DT_20250301_231911
TXN20250122004393,DT_20250122_005730
TXN20250228004394,DT_20250228_145738
TXN20250310004395,DT_20250310_124253
TXN20250221004396,DT_20250221_085326
TXN20250115004397,DT_20250115_055705
TXN20250329004398,DT_20250329_111035
TXN20250121004399,DT_20250121_010338
TXN20250313004400,DT_20250313_020400
TXN20250330004401,DT_20250330_235828
TXN20250216004402,DT_20250216_194016
TXN20250329004403,DT_20250329_082233
TXN20250118004404,DT_20250118_190205
TXN20250108004405,DT_20250108_201551
TXN20250221004406,DT_20250221_195806
TXN20250329004407,DT_20250329_050743
TXN20250113004408,DT_20250113_164842
TXN20250226004409,DT_20250226_145139
TXN20250207004410,DT_20250207_223540
TXN20250308004411,DT_20250308_013932
TXN20250206004412,DT_20250206_025602
TXN20250304004413,DT_20250304_200040
TXN20250311004414,DT_20250311_172344
TXN20250323004415,DT_20250323_200418
TXN20250325004416,DT_20250325_082717
TXN20250122004417,DT_20250122_025345
TXN20250319004418,DT_20250319_222403
TXN20250315004419,DT_20250315_051651
TXN20250309004420,DT_20250309_215027
TXN20250220004421,DT_20250220_225119
TXN20250223004422,DT_20250223_044905
TXN20250317004423,DT_20250317_135458
TXN20250129004424,DT_20250129_210150
TXN20250330004425,DT_20250330_060407
TXN20250317004426,DT_20250317_162032
TXN20250326004427,DT_20250326_201824
TXN20250107004428,DT_20250107_002434
TXN20250128004429,DT_20250128_131936
TXN20250212004430,DT_20250212_135821
TXN20250208004431,DT_20250208_075639
TXN20250125004432,DT_20250125_142647
TXN20250320004433,DT_20250320_064813
TXN20250224004434,DT_20250224_165400
TXN20250223004435,DT_20250223_221550
TXN20250112004436,DT_20250112_095401
TXN20250202004437,DT_20250202_181753
TXN20250103004438,DT_20250103_094502
TXN20250211004439,DT_20250211_102237
TXN20250311004440,DT_20250311_014908
TXN20250219004441,DT_20250219_024310
TXN20250209004442,DT_20250209_133018
TXN20250103004443,DT_20250103_082503
TXN20250111004444,DT_20250111_094238
TXN20250318004445,DT_20250318_123032
TXN20250211004446,DT_20250211_124939
TXN20250119004447,DT_20250119_074704
TXN20250211004448,DT_20250211_075010
TXN20250102004449,DT_20250102_220814
TXN20250327004450,DT_20250327_212108
TXN20250104004451,DT_20250104_121601
TXN20250130004452,DT_20250130_025458
TXN20250111004453,DT_20250111_153138
TXN20250331004454,DT_20250331_093111
TXN20250130004455,DT_20250130_213008
TXN20250113004456,DT_20250113_125324
TXN20250131004457,DT_20250131_011827
TXN20250223004458,DT_20250223_004454
TXN20250320004459,DT_20250320_194349
TXN20250227004460,DT_20250227_220322
TXN20250107004461,DT_20250107_212829
TXN20250206004462,DT_20250206_194432
TXN20250130004463,DT_20250130_063357
TXN20250209004464,DT_20250209_045229
TXN20250215004465,DT_20250215_032543
TXN20250218004466,DT_20250218_085619
TXN20250223004467,DT_20250223_084951
TXN20250228004468,DT_20250228_045354
TXN20250310004469,DT_20250310_124705
TXN20250201004470,DT_20250201_094656
TXN20250119004471,DT_20250119_155338
TXN20250124004472,DT_20250124_043000
TXN20250211004473,DT_20250211_040237
TXN20250113004474,DT_20250113_164812
TXN20250213004475,DT_20250213_140232
TXN20250203004476,DT_20250203_215425
TXN20250128004477,DT_20250128_105324
TXN20250120004478,DT_20250120_031255
TXN20250321004479,DT_20250321_012259
TXN20250314004480,DT_20250314_152929
TXN20250126004481,DT_20250126_130042
TXN20250223004482,DT_20250223_121314
TXN20250309004483,DT_20250309_165131
TXN20250318004484,DT_20250318_073420
TXN20250304004485,DT_20250304_163755
TXN20250221004486,DT_20250221_065356
TXN20250109004487,DT_20250109_055631
TXN20250107004488,DT_20250107_072123
TXN20250326004489,DT_20250326_121722
TXN20250129004490,DT_20250129_141311
TXN20250202004491,DT_20250202_124346
TXN20250302004492,DT_20250302_052058
TXN20250112004493,DT_20250112_053427
TXN20250308004494,DT_20250308_101853
TXN20250104004495,DT_20250104_061836
TXN20250310004496,DT_20250310_155650
TXN20250108004497,DT_20250108_170907
TXN20250315004498,DT_20250315_170958
TXN20250203004499,DT_20250203_005530
TXN20250227004500,DT_20250227_050936
TXN20250227004501,DT_20250227_055839
TXN20250217004502,DT_20250217_212309
TXN20250124004503,DT_20250124_055914
TXN20250221004504,DT_20250221_210846
TXN20250214004505,DT_20250214_172646
TXN20250123004506,DT_20250123_231305
TXN20250215004507,DT_20250215_131920
TXN20250207004508,DT_20250207_211751
TXN20250309004509,DT_20250309_223239
TXN20250316004510,DT_20250316_073231
TXN20250321004511,DT_20250321_171745
TXN20250330004512,DT_20250330_144347
TXN20250318004513,DT_20250318_140816
TXN20250211004514,DT_20250211_230006
TXN20250328004515,DT_20250328_050517
TXN20250301004516,DT_20250301_201402
TXN20250206004517,DT_20250206_081227
TXN20250308004518,DT_20250308_021606
TXN20250312004519,DT_20250312_043810
TXN20250110004520,DT_20250110_024949
TXN20250106004521,DT_20250106_004020
TXN20250125004522,DT_20250125_070654
TXN20250110004523,DT_20250110_153416
TXN20250316004524,DT_20250316_132913
TXN20250329004525,DT_20250329_132824
TXN20250321004526,DT_20250321_002525
TXN20250314004527,DT_20250314_152105
TXN20250113004528,DT_20250113_175417
TXN20250131004529,DT_20250131_181708
TXN20250127004530,DT_20250127_110033
