userid,tran_sequence_number
U000075,TXN20250116003228
U000735,TXN20250121003229
U000817,TXN20250323003230
U000442,TXN20250330003231
U000693,TXN20250220003232
U000035,TXN20250224003233
U000073,TXN20250109003234
U000206,TXN20250129003235
U000118,TXN20250202003236
U000548,TXN20250322003237
U000337,TXN20250329003238
U000048,TXN20250103003239
U000500,TXN20250206003240
U000263,TXN20250328003241
U000411,TXN20250213003242
U000796,TXN20250225003243
U000059,TXN20250307003244
U000307,TXN20250221003245
U000248,TXN20250120003246
U000224,TXN20250110003247
U000695,TXN20250104003248
U000097,TXN20250102003249
U000391,TXN20250327003250
U000460,TXN20250210003251
U000798,TXN20250128003252
U000717,TXN20250208003253
U000352,TXN20250331003254
U000242,TXN20250312003255
U000754,TXN20250311003256
U000086,TXN20250330003257
U000544,TXN20250320003258
U000781,TXN20250310003259
U000568,TXN20250313003260
U000080,TXN20250301003261
U000345,TXN20250106003262
U000020,TXN20250125003263
U000193,TXN20250302003264
U000267,TXN20250220003265
U000237,TXN20250321003266
U000502,TXN20250121003267
U000197,TXN20250307003268
U000360,TXN20250114003269
U000286,TXN20250115003270
U000422,TXN20250221003271
U000380,TXN20250331003272
U000350,TXN20250220003273
U000681,TXN20250125003274
U000211,TXN20250320003275
U000608,TXN20250121003276
U000210,TXN20250128003277
U000182,TXN20250119003278
U000384,TXN20250325003279
U000078,TXN20250224003280
U000014,TXN20250320003281
U000809,TXN20250110003282
U000699,TXN20250112003283
U000428,TXN20250216003284
U000321,TXN20250304003285
U000228,TXN20250226003286
U000482,TXN20250126003287
U000697,TXN20250115003288
U000739,TXN20250103003289
U000795,TXN20250307003290
U000537,TXN20250226003291
U000450,TXN20250214003292
U000846,TXN20250324003293
U000426,TXN20250224003294
U000552,TXN20250315003295
U000342,TXN20250325003296
U000754,TXN20250101003297
U000293,TXN20250304003298
U000222,TXN20250126003299
U000516,TXN20250128003300
U000338,TXN20250105003301
U000699,TXN20250213003302
U000101,TXN20250115003303
U000262,TXN20250310003304
U000775,TXN20250125003305
U000528,TXN20250119003306
U000345,TXN20250323003307
U000418,TXN20250205003308
U000337,TXN20250321003309
U000631,TXN20250107003310
U000356,TXN20250323003311
U000132,TXN20250214003312
U000463,TXN20250312003313
U000530,TXN20250212003314
U000623,TXN20250125003315
U000287,TXN20250205003316
U000333,TXN20250218003317
U000780,TXN20250315003318
U000404,TXN20250206003319
U000050,TXN20250310003320
U000604,TXN20250222003321
U000261,TXN20250325003322
U000119,TXN20250303003323
U000337,TXN20250305003324
U000352,TXN20250104003325
U000066,TXN20250328003326
U000462,TXN20250122003327
U000079,TXN20250113003328
U000104,TXN20250208003329
U000594,TXN20250221003330
U000167,TXN20250226003331
U000287,TXN20250320003332
U000361,TXN20250106003333
U000434,TXN20250312003334
U000338,TXN20250112003335
U000323,TXN20250111003336
U000718,TXN20250217003337
U000216,TXN20250320003338
U000267,TXN20250308003339
U000207,TXN20250127003340
U000255,TXN20250309003341
U000203,TXN20250317003342
U000488,TXN20250220003343
U000351,TXN20250204003344
U000261,TXN20250107003345
U000599,TXN20250310003346
U000361,TXN20250327003347
U000703,TXN20250105003348
U000108,TXN20250320003349
U000148,TXN20250104003350
U000406,TXN20250206003351
U000418,TXN20250217003352
U000714,TXN20250226003353
U000619,TXN20250131003354
U000537,TXN20250324003355
U000549,TXN20250117003356
U000277,TXN20250123003357
U000066,TXN20250121003358
U000754,TXN20250121003359
U000634,TXN20250308003360
U000454,TXN20250118003361
U000341,TXN20250107003362
U000586,TXN20250319003363
U000721,TXN20250106003364
U000184,TXN20250314003365
U000764,TXN20250225003366
U000599,TXN20250108003367
U000644,TXN20250110003368
U000149,TXN20250103003369
U000435,TXN20250320003370
U000789,TXN20250206003371
U000286,TXN20250302003372
U000149,TXN20250221003373
U000267,TXN20250124003374
U000559,TXN20250313003375
U000540,TXN20250126003376
U000760,TXN20250131003377
U000835,TXN20250227003378
U000707,TXN20250125003379
U000220,TXN20250226003380
U000006,TXN20250319003381
U000028,TXN20250131003382
U000053,TXN20250111003383
U000035,TXN20250115003384
U000375,TXN20250127003385
U000311,TXN20250126003386
U000192,TXN20250307003387
U000436,TXN20250304003388
U000210,TXN20250122003389
U000328,TXN20250115003390
U000563,TXN20250318003391
U000377,TXN20250307003392
U000669,TXN20250331003393
U000062,TXN20250106003394
U000644,TXN20250307003395
U000329,TXN20250118003396
U000073,TXN20250324003397
U000380,TXN20250202003398
U000570,TXN20250130003399
U000047,TXN20250216003400
U000252,TXN20250205003401
U000518,TXN20250321003402
U000689,TXN20250105003403
U000447,TXN20250307003404
U000619,TXN20250128003405
U000513,TXN20250106003406
U000008,TXN20250216003407
U000194,TXN20250318003408
U000744,TXN20250207003409
U000630,TXN20250302003410
U000510,TXN20250203003411
U000146,TXN20250325003412
U000538,TXN20250208003413
U000070,TXN20250313003414
U000437,TXN20250214003415
U000024,TXN20250326003416
U000730,TXN20250107003417
U000471,TXN20250103003418
U000687,TXN20250226003419
U000383,TXN20250307003420
U000656,TXN20250224003421
U000797,TXN20250219003422
U000566,TXN20250324003423
U000167,TXN20250313003424
U000109,TXN20250120003425
U000613,TXN20250225003426
U000242,TXN20250129003427
U000741,TXN20250106003428
U000250,TXN20250320003429
U000407,TXN20250218003430
U000580,TXN20250125003431
U000382,TXN20250313003432
U000596,TXN20250115003433
U000524,TXN20250210003434
U000536,TXN20250101003435
U000733,TXN20250327003436
U000830,TXN20250313003437
U000837,TXN20250119003438
U000833,TXN20250214003439
U000345,TXN20250303003440
U000822,TXN20250123003441
U000259,TXN20250208003442
U000218,TXN20250207003443
U000190,TXN20250306003444
U000443,TXN20250116003445
U000015,TXN20250217003446
U000627,TXN20250109003447
U000779,TXN20250111003448
U000009,TXN20250316003449
U000006,TXN20250124003450
U000586,TXN20250222003451
U000196,TXN20250308003452
U000218,TXN20250316003453
U000803,TXN20250221003454
U000536,TXN20250112003455
U000160,TXN20250201003456
U000474,TXN20250101003457
U000114,TXN20250301003458
U000803,TXN20250206003459
U000697,TXN20250305003460
U000211,TXN20250315003461
U000140,TXN20250123003462
U000714,TXN20250103003463
U000800,TXN20250314003464
U000793,TXN20250313003465
U000131,TXN20250307003466
U000403,TXN20250320003467
U000123,TXN20250123003468
U000417,TXN20250227003469
U000166,TXN20250211003470
U000237,TXN20250211003471
U000450,TXN20250222003472
U000410,TXN20250219003473
U000695,TXN20250220003474
U000116,TXN20250206003475
U000442,TXN20250225003476
U000494,TXN20250112003477
U000401,TXN20250114003478
U000408,TXN20250220003479
U000263,TXN20250312003480
U000265,TXN20250330003481
U000563,TXN20250328003482
U000078,TXN20250210003483
U000533,TXN20250125003484
U000491,TXN20250228003485
U000787,TXN20250302003486
U000314,TXN20250106003487
U000757,TXN20250319003488
U000090,TXN20250105003489
U000329,TXN20250309003490
U000795,TXN20250307003491
U000558,TXN20250224003492
U000800,TXN20250226003493
U000425,TXN20250120003494
U000319,TXN20250118003495
U000177,TXN20250113003496
U000517,TXN20250224003497
U000445,TXN20250121003498
U000262,TXN20250226003499
U000315,TXN20250101003500
U000619,TXN20250309003501
U000318,TXN20250101003502
U000005,TXN20250208003503
U000559,TXN20250206003504
U000180,TXN20250228003505
U000349,TXN20250121003506
U000290,TXN20250121003507
U000031,TXN20250224003508
U000659,TXN20250318003509
U000135,TXN20250208003510
U000078,TXN20250201003511
U000520,TXN20250304003512
U000113,TXN20250303003513
U000620,TXN20250320003514
U000620,TXN20250322003515
U000166,TXN20250113003516
U000704,TXN20250208003517
U000627,TXN20250307003518
U000380,TXN20250120003519
U000135,TXN20250109003520
U000357,TXN20250220003521
U000189,TXN20250322003522
U000603,TXN20250322003523
U000451,TXN20250214003524
U000722,TXN20250128003525
U000717,TXN20250204003526
U000671,TXN20250129003527
U000403,TXN20250119003528
U000818,TXN20250212003529
U000031,TXN20250209003530
U000266,TXN20250127003531
U000707,TXN20250214003532
U000572,TXN20250108003533
U000742,TXN20250127003534
U000202,TXN20250328003535
U000198,TXN20250202003536
U000306,TXN20250201003537
U000202,TXN20250304003538
U000106,TXN20250302003539
U000193,TXN20250213003540
U000228,TXN20250225003541
U000714,TXN20250321003542
U000121,TXN20250119003543
U000059,TXN20250323003544
U000070,TXN20250227003545
U000326,TXN20250110003546
U000504,TXN20250124003547
U000170,TXN20250218003548
U000390,TXN20250117003549
U000424,TXN20250323003550
U000461,TXN20250225003551
U000466,TXN20250311003552
U000178,TXN20250203003553
U000458,TXN20250127003554
U000517,TXN20250207003555
U000708,TXN20250116003556
U000273,TXN20250118003557
U000030,TXN20250216003558
U000416,TXN20250311003559
U000471,TXN20250128003560
U000173,TXN20250313003561
U000493,TXN20250217003562
U000578,TXN20250221003563
U000076,TXN20250315003564
U000234,TXN20250107003565
U000322,TXN20250314003566
U000422,TXN20250226003567
U000287,TXN20250203003568
U000310,TXN20250228003569
U000269,TXN20250326003570
U000520,TXN20250106003571
U000003,TXN20250213003572
U000196,TXN20250303003573
U000104,TXN20250114003574
U000762,TXN20250305003575
U000682,TXN20250114003576
U000695,TXN20250127003577
U000703,TXN20250226003578
U000443,TXN20250131003579
U000766,TXN20250224003580
U000235,TXN20250330003581
U000110,TXN20250327003582
U000770,TXN20250124003583
U000212,TXN20250112003584
U000039,TXN20250218003585
U000280,TXN20250118003586
U000357,TXN20250221003587
U000635,TXN20250110003588
U000523,TXN20250305003589
U000590,TXN20250319003590
U000114,TXN20250211003591
U000743,TXN20250113003592
U000705,TXN20250122003593
U000514,TXN20250201003594
U000368,TXN20250203003595
U000215,TXN20250311003596
U000475,TXN20250307003597
U000661,TXN20250314003598
U000663,TXN20250329003599
U000710,TXN20250225003600
U000191,TXN20250227003601
U000692,TXN20250213003602
U000370,TXN20250121003603
U000786,TXN20250114003604
U000039,TXN20250216003605
U000077,TXN20250206003606
U000482,TXN20250324003607
U000627,TXN20250312003608
U000396,TXN20250303003609
U000576,TXN20250326003610
U000833,TXN20250306003611
U000752,TXN20250123003612
U000169,TXN20250304003613
U000220,TXN20250330003614
U000751,TXN20250208003615
U000602,TXN20250331003616
U000386,TXN20250124003617
U000119,TXN20250101003618
U000435,TXN20250313003619
U000137,TXN20250210003620
U000532,TXN20250128003621
U000321,TXN20250122003622
U000793,TXN20250125003623
U000535,TXN20250108003624
U000719,TXN20250312003625
U000199,TXN20250316003626
U000431,TXN20250214003627
U000167,TXN20250212003628
U000493,TXN20250209003629
U000709,TXN20250213003630
U000712,TXN20250118003631
U000264,TXN20250202003632
U000529,TXN20250225003633
U000360,TXN20250202003634
U000470,TXN20250227003635
U000224,TXN20250110003636
U000272,TXN20250314003637
U000233,TXN20250127003638
U000041,TXN20250111003639
U000189,TXN20250208003640
U000122,TXN20250207003641
U000761,TXN20250314003642
U000419,TXN20250226003643
U000475,TXN20250112003644
U000225,TXN20250217003645
U000323,TXN20250121003646
U000449,TXN20250202003647
U000296,TXN20250222003648
U000487,TXN20250325003649
U000194,TXN20250114003650
U000016,TXN20250218003651
U000078,TXN20250118003652
U000118,TXN20250220003653
U000546,TXN20250303003654
U000198,TXN20250319003655
U000168,TXN20250331003656
U000800,TXN20250102003657
U000539,TXN20250322003658
U000846,TXN20250314003659
U000341,TXN20250122003660
U000646,TXN20250214003661
U000641,TXN20250128003662
U000260,TXN20250205003663
U000184,TXN20250303003664
U000271,TXN20250305003665
U000670,TXN20250126003666
U000410,TXN20250301003667
U000691,TXN20250112003668
U000372,TXN20250102003669
U000184,TXN20250218003670
U000749,TXN20250110003671
U000830,TXN20250219003672
U000152,TXN20250216003673
U000819,TXN20250102003674
U000127,TXN20250129003675
U000259,TXN20250326003676
U000434,TXN20250325003677
U000370,TXN20250124003678
U000641,TXN20250329003679
U000165,TXN20250201003680
U000147,TXN20250116003681
U000584,TXN20250226003682
U000724,TXN20250304003683
U000438,TXN20250124003684
U000575,TXN20250321003685
U000844,TXN20250320003686
U000478,TXN20250105003687
U000343,TXN20250302003688
U000801,TXN20250309003689
U000154,TXN20250330003690
U000010,TXN20250116003691
U000049,TXN20250224003692
U000403,TXN20250313003693
U000555,TXN20250103003694
U000453,TXN20250316003695
U000122,TXN20250103003696
U000143,TXN20250318003697
U000317,TXN20250211003698
U000754,TXN20250305003699
U000268,TXN20250111003700
U000737,TXN20250303003701
U000270,TXN20250225003702
U000117,TXN20250225003703
U000038,TXN20250122003704
U000032,TXN20250112003705
U000033,TXN20250318003706
U000790,TXN20250106003707
U000019,TXN20250306003708
U000239,TXN20250311003709
U000783,TXN20250127003710
U000113,TXN20250322003711
U000453,TXN20250219003712
U000217,TXN20250218003713
U000403,TXN20250202003714
U000593,TXN20250217003715
U000715,TXN20250303003716
U000313,TXN20250115003717
U000833,TXN20250124003718
U000291,TXN20250111003719
U000463,TXN20250117003720
U000703,TXN20250131003721
U000668,TXN20250121003722
U000694,TXN20250319003723
U000544,TXN20250303003724
U000535,TXN20250102003725
U000718,TXN20250311003726
U000400,TXN20250321003727
U000466,TXN20250331003728
U000172,TXN20250316003729
U000111,TXN20250215003730
U000168,TXN20250102003731
U000381,TXN20250330003732
U000699,TXN20250224003733
U000782,TXN20250326003734
U000177,TXN20250215003735
U000104,TXN20250321003736
U000340,TXN20250307003737
U000138,TXN20250206003738
U000195,TXN20250320003739
U000749,TXN20250131003740
U000133,TXN20250329003741
U000101,TXN20250201003742
U000239,TXN20250131003743
U000484,TXN20250303003744
U000770,TXN20250321003745
U000029,TXN20250127003746
U000813,TXN20250204003747
U000415,TXN20250212003748
U000180,TXN20250319003749
U000753,TXN20250228003750
U000473,TXN20250319003751
U000166,TXN20250101003752
U000517,TXN20250128003753
U000399,TXN20250307003754
U000064,TXN20250311003755
U000245,TXN20250321003756
U000295,TXN20250125003757
U000473,TXN20250104003758
U000150,TXN20250201003759
U000044,TXN20250217003760
U000380,TXN20250208003761
U000318,TXN20250120003762
U000336,TXN20250126003763
U000509,TXN20250315003764
U000567,TXN20250226003765
U000237,TXN20250108003766
U000457,TXN20250123003767
U000068,TXN20250209003768
U000723,TXN20250208003769
U000506,TXN20250115003770
U000624,TXN20250124003771
U000759,TXN20250325003772
U000714,TXN20250311003773
U000026,TXN20250327003774
U000553,TXN20250123003775
U000713,TXN20250127003776
U000566,TXN20250218003777
U000043,TXN20250318003778
U000015,TXN20250113003779
U000244,TXN20250216003780
U000817,TXN20250109003781
U000613,TXN20250105003782
U000384,TXN20250121003783
U000302,TXN20250226003784
U000800,TXN20250323003785
U000709,TXN20250215003786
U000558,TXN20250129003787
U000830,TXN20250201003788
U000343,TXN20250118003789
U000735,TXN20250328003790
U000819,TXN20250308003791
U000755,TXN20250207003792
U000483,TXN20250113003793
U000770,TXN20250323003794
U000799,TXN20250117003795
U000743,TXN20250202003796
U000316,TXN20250318003797
U000131,TXN20250126003798
U000142,TXN20250207003799
U000398,TXN20250126003800
U000846,TXN20250213003801
U000479,TXN20250115003802
U000456,TXN20250320003803
U000617,TXN20250201003804
U000178,TXN20250104003805
U000736,TXN20250324003806
U000347,TXN20250117003807
U000271,TXN20250331003808
U000303,TXN20250320003809
U000112,TXN20250103003810
U000096,TXN20250115003811
U000612,TXN20250314003812
U000127,TXN20250323003813
U000132,TXN20250219003814
U000384,TXN20250304003815
U000091,TXN20250205003816
U000072,TXN20250219003817
U000615,TXN20250225003818
U000613,TXN20250325003819
U000375,TXN20250318003820
U000086,TXN20250301003821
U000130,TXN20250303003822
U000209,TXN20250329003823
U000305,TXN20250104003824
U000110,TXN20250120003825
U000398,TXN20250107003826
U000734,TXN20250220003827
U000530,TXN20250316003828
U000573,TXN20250308003829
U000135,TXN20250301003830
U000478,TXN20250314003831
U000823,TXN20250225003832
U000669,TXN20250219003833
U000221,TXN20250102003834
U000065,TXN20250205003835
U000419,TXN20250101003836
U000740,TXN20250204003837
U000387,TXN20250131003838
U000669,TXN20250318003839
U000178,TXN20250315003840
U000095,TXN20250227003841
U000736,TXN20250101003842
U000714,TXN20250131003843
U000672,TXN20250309003844
U000087,TXN20250115003845
U000418,TXN20250325003846
U000524,TXN20250104003847
U000395,TXN20250221003848
U000824,TXN20250208003849
U000044,TXN20250301003850
U000228,TXN20250120003851
U000233,TXN20250308003852
U000341,TXN20250131003853
U000708,TXN20250222003854
U000566,TXN20250214003855
U000656,TXN20250315003856
U000519,TXN20250321003857
U000099,TXN20250314003858
U000327,TXN20250203003859
U000330,TXN20250221003860
U000406,TXN20250302003861
U000329,TXN20250311003862
U000001,TXN20250318003863
U000408,TXN20250106003864
U000678,TXN20250305003865
U000379,TXN20250116003866
U000094,TXN20250310003867
U000486,TXN20250308003868
U000102,TXN20250218003869
U000796,TXN20250328003870
U000450,TXN20250125003871
U000348,TXN20250301003872
U000412,TXN20250111003873
U000147,TXN20250116003874
U000385,TXN20250129003875
U000607,TXN20250201003876
U000118,TXN20250205003877
U000036,TXN20250313003878
U000404,TXN20250112003879
U000111,TXN20250210003880
U000671,TXN20250203003881
U000479,TXN20250208003882
U000389,TXN20250210003883
U000498,TXN20250212003884
U000760,TXN20250104003885
U000823,TXN20250103003886
U000481,TXN20250330003887
U000805,TXN20250314003888
U000727,TXN20250301003889
U000400,TXN20250321003890
U000708,TXN20250208003891
U000400,TXN20250118003892
U000521,TXN20250319003893
U000643,TXN20250221003894
U000457,TXN20250106003895
U000795,TXN20250201003896
U000336,TXN20250113003897
U000752,TXN20250124003898
U000846,TXN20250331003899
U000440,TXN20250310003900
U000116,TXN20250311003901
U000212,TXN20250306003902
U000153,TXN20250318003903
U000603,TXN20250112003904
U000465,TXN20250318003905
U000093,TXN20250209003906
U000485,TXN20250113003907
U000793,TXN20250303003908
U000579,TXN20250217003909
U000125,TXN20250114003910
U000364,TXN20250226003911
U000085,TXN20250313003912
U000180,TXN20250108003913
U000304,TXN20250325003914
U000729,TXN20250224003915
U000236,TXN20250205003916
U000695,TXN20250314003917
U000675,TXN20250220003918
U000118,TXN20250225003919
U000184,TXN20250203003920
U000337,TXN20250209003921
U000602,TXN20250319003922
U000761,TXN20250319003923
U000285,TXN20250224003924
U000784,TXN20250131003925
U000037,TXN20250103003926
U000462,TXN20250220003927
U000138,TXN20250101003928
U000283,TXN20250105003929
U000467,TXN20250327003930
U000740,TXN20250316003931
U000520,TXN20250228003932
U000547,TXN20250307003933
U000504,TXN20250313003934
U000337,TXN20250328003935
U000631,TXN20250302003936
U000704,TXN20250203003937
U000746,TXN20250101003938
U000741,TXN20250226003939
U000588,TXN20250222003940
U000813,TXN20250324003941
U000146,TXN20250226003942
U000259,TXN20250309003943
U000808,TXN20250123003944
U000235,TXN20250316003945
U000758,TXN20250209003946
U000525,TXN20250321003947
U000155,TXN20250117003948
U000155,TXN20250227003949
U000185,TXN20250219003950
U000397,TXN20250324003951
U000150,TXN20250220003952
U000256,TXN20250109003953
U000683,TXN20250107003954
U000059,TXN20250331003955
U000309,TXN20250203003956
U000585,TXN20250317003957
U000780,TXN20250129003958
U000503,TXN20250211003959
U000259,TXN20250324003960
U000193,TXN20250223003961
U000705,TXN20250305003962
U000335,TXN20250314003963
U000752,TXN20250305003964
U000149,TXN20250328003965
U000123,TXN20250324003966
U000514,TXN20250106003967
U000078,TXN20250308003968
U000230,TXN20250122003969
U000696,TXN20250310003970
U000552,TXN20250216003971
U000840,TXN20250203003972
U000760,TXN20250314003973
U000214,TXN20250212003974
U000506,TXN20250124003975
U000221,TXN20250130003976
U000353,TXN20250213003977
U000458,TXN20250219003978
U000179,TXN20250210003979
U000742,TXN20250210003980
U000599,TXN20250212003981
U000494,TXN20250322003982
U000040,TXN20250331003983
U000656,TXN20250314003984
U000772,TXN20250209003985
U000362,TXN20250327003986
U000787,TXN20250118003987
U000672,TXN20250123003988
U000487,TXN20250118003989
U000526,TXN20250214003990
U000672,TXN20250310003991
U000443,TXN20250119003992
U000277,TXN20250111003993
U000546,TXN20250220003994
U000218,TXN20250314003995
U000680,TXN20250131003996
U000070,TXN20250121003997
U000204,TXN20250121003998
U000084,TXN20250313003999
U000300,TXN20250228004000
U000313,TXN20250321004001
U000121,TXN20250301004002
U000783,TXN20250120004003
U000494,TXN20250217004004
U000667,TXN20250126004005
U000101,TXN20250210004006
U000239,TXN20250317004007
U000320,TXN20250330004008
U000653,TXN20250203004009
U000600,TXN20250126004010
U000317,TXN20250115004011
U000360,TXN20250126004012
U000311,TXN20250319004013
U000534,TXN20250319004014
U000060,TXN20250317004015
U000220,TXN20250225004016
U000518,TXN20250223004017
U000554,TXN20250227004018
U000745,TXN20250301004019
U000279,TXN20250314004020
U000213,TXN20250304004021
U000139,TXN20250212004022
U000801,TXN20250125004023
U000211,TXN20250106004024
U000568,TXN20250111004025
U000316,TXN20250218004026
U000441,TXN20250328004027
U000141,TXN20250115004028
U000240,TXN20250319004029
U000620,TXN20250304004030
U000837,TXN20250319004031
U000044,TXN20250218004032
U000555,TXN20250310004033
U000219,TXN20250215004034
U000605,TXN20250327004035
U000582,TXN20250327004036
U000287,TXN20250120004037
U000822,TXN20250116004038
U000557,TXN20250308004039
U000223,TXN20250306004040
U000222,TXN20250125004041
U000340,TXN20250102004042
U000552,TXN20250211004043
U000029,TXN20250228004044
U000713,TXN20250214004045
U000757,TXN20250324004046
U000063,TXN20250208004047
U000003,TXN20250120004048
U000254,TXN20250217004049
U000236,TXN20250301004050
U000468,TXN20250129004051
U000485,TXN20250109004052
U000337,TXN20250222004053
U000346,TXN20250321004054
U000711,TXN20250217004055
U000213,TXN20250314004056
U000594,TXN20250210004057
U000030,TXN20250113004058
U000629,TXN20250218004059
U000404,TXN20250319004060
U000539,TXN20250115004061
U000592,TXN20250307004062
U000781,TXN20250315004063
U000305,TXN20250326004064
U000720,TXN20250109004065
U000210,TXN20250220004066
U000418,TXN20250113004067
U000358,TXN20250329004068
U000702,TXN20250203004069
U000500,TXN20250305004070
U000496,TXN20250304004071
U000406,TXN20250117004072
U000657,TXN20250221004073
U000463,TXN20250206004074
U000822,TXN20250105004075
U000324,TXN20250126004076
U000828,TXN20250223004077
U000045,TXN20250327004078
U000793,TXN20250216004079
U000049,TXN20250307004080
U000585,TXN20250115004081
U000466,TXN20250327004082
U000488,TXN20250211004083
U000628,TXN20250301004084
U000559,TXN20250317004085
U000685,TXN20250105004086
U000050,TXN20250128004087
U000824,TXN20250211004088
U000093,TXN20250115004089
U000064,TXN20250323004090
U000773,TXN20250323004091
U000598,TXN20250213004092
U000115,TXN20250126004093
U000533,TXN20250207004094
U000106,TXN20250324004095
U000161,TXN20250125004096
U000028,TXN20250105004097
U000275,TXN20250106004098
U000352,TXN20250226004099
U000350,TXN20250219004100
U000573,TXN20250325004101
U000220,TXN20250225004102
U000286,TXN20250210004103
U000667,TXN20250318004104
U000161,TXN20250206004105
U000256,TXN20250120004106
U000122,TXN20250317004107
U000310,TXN20250225004108
U000462,TXN20250113004109
U000227,TXN20250301004110
U000739,TXN20250315004111
U000598,TXN20250329004112
U000284,TXN20250123004113
U000322,TXN20250311004114
U000724,TXN20250301004115
U000468,TXN20250301004116
U000344,TXN20250113004117
U000184,TXN20250131004118
U000019,TXN20250114004119
U000400,TXN20250208004120
U000125,TXN20250207004121
U000752,TXN20250304004122
U000669,TXN20250310004123
U000680,TXN20250306004124
U000028,TXN20250105004125
U000556,TXN20250119004126
U000631,TXN20250204004127
U000030,TXN20250205004128
U000767,TXN20250113004129
U000226,TXN20250221004130
U000641,TXN20250119004131
U000042,TXN20250102004132
U000617,TXN20250127004133
U000470,TXN20250113004134
U000421,TXN20250303004135
U000822,TXN20250217004136
U000040,TXN20250212004137
U000267,TXN20250113004138
U000706,TXN20250328004139
U000379,TXN20250315004140
U000203,TXN20250207004141
U000257,TXN20250207004142
U000139,TXN20250222004143
U000751,TXN20250216004144
U000010,TXN20250110004145
U000427,TXN20250312004146
U000060,TXN20250329004147
U000682,TXN20250208004148
U000324,TXN20250314004149
U000756,TXN20250318004150
U000595,TXN20250309004151
U000078,TXN20250123004152
U000353,TXN20250315004153
U000763,TXN20250310004154
U000472,TXN20250324004155
U000794,TXN20250216004156
U000102,TXN20250117004157
U000529,TXN20250108004158
U000784,TXN20250328004159
U000302,TXN20250228004160
U000253,TXN20250310004161
U000583,TXN20250113004162
U000556,TXN20250318004163
U000844,TXN20250329004164
U000594,TXN20250309004165
U000047,TXN20250316004166
U000442,TXN20250323004167
U000110,TXN20250116004168
U000048,TXN20250210004169
U000364,TXN20250225004170
U000525,TXN20250201004171
U000230,TXN20250216004172
U000630,TXN20250202004173
U000446,TXN20250216004174
U000689,TXN20250216004175
U000850,TXN20250114004176
U000245,TXN20250220004177
U000280,TXN20250122004178
U000600,TXN20250202004179
U000475,TXN20250314004180
U000731,TXN20250107004181
U000273,TXN20250130004182
U000206,TXN20250203004183
U000700,TXN20250124004184
U000301,TXN20250329004185
U000764,TXN20250309004186
U000272,TXN20250122004187
U000675,TXN20250123004188
U000717,TXN20250122004189
U000403,TXN20250210004190
U000623,TXN20250314004191
U000362,TXN20250113004192
U000209,TXN20250113004193
U000015,TXN20250223004194
U000139,TXN20250204004195
U000655,TXN20250205004196
U000176,TXN20250123004197
U000154,TXN20250308004198
U000027,TXN20250118004199
U000416,TXN20250111004200
U000550,TXN20250201004201
U000678,TXN20250130004202
U000099,TXN20250219004203
U000010,TXN20250306004204
U000638,TXN20250330004205
U000824,TXN20250325004206
U000260,TXN20250124004207
U000512,TXN20250303004208
U000444,TXN20250102004209
U000251,TXN20250214004210
U000222,TXN20250210004211
U000769,TXN20250319004212
U000725,TXN20250204004213
U000520,TXN20250318004214
U000411,TXN20250111004215
U000411,TXN20250227004216
U000068,TXN20250216004217
U000640,TXN20250320004218
U000009,TXN20250113004219
U000826,TXN20250107004220
U000194,TXN20250220004221
U000803,TXN20250113004222
U000242,TXN20250309004223
U000201,TXN20250105004224
U000239,TXN20250312004225
U000387,TXN20250201004226
U000235,TXN20250321004227
U000760,TXN20250313004228
U000498,TXN20250106004229
U000560,TXN20250128004230
U000761,TXN20250213004231
U000709,TXN20250102004232
U000696,TXN20250316004233
U000832,TXN20250228004234
U000357,TXN20250125004235
U000296,TXN20250128004236
U000475,TXN20250125004237
U000177,TXN20250316004238
U000696,TXN20250227004239
U000480,TXN20250310004240
U000010,TXN20250108004241
U000650,TXN20250330004242
U000293,TXN20250324004243
U000303,TXN20250120004244
U000751,TXN20250314004245
U000666,TXN20250128004246
U000576,TXN20250227004247
U000389,TXN20250320004248
U000176,TXN20250216004249
U000403,TXN20250115004250
U000598,TXN20250321004251
U000325,TXN20250312004252
U000212,TXN20250311004253
U000502,TXN20250203004254
U000526,TXN20250112004255
U000546,TXN20250324004256
U000039,TXN20250312004257
U000817,TXN20250118004258
U000431,TXN20250301004259
U000730,TXN20250110004260
U000496,TXN20250104004261
U000042,TXN20250204004262
U000566,TXN20250110004263
U000628,TXN20250130004264
U000432,TXN20250221004265
U000655,TXN20250222004266
U000018,TXN20250215004267
U000714,TXN20250107004268
U000008,TXN20250317004269
U000570,TXN20250114004270
U000737,TXN20250205004271
U000202,TXN20250314004272
U000111,TXN20250102004273
U000015,TXN20250226004274
U000286,TXN20250319004275
U000834,TXN20250313004276
U000482,TXN20250123004277
U000043,TXN20250130004278
U000269,TXN20250226004279
U000153,TXN20250223004280
U000226,TXN20250112004281
U000771,TXN20250131004282
U000586,TXN20250312004283
U000243,TXN20250307004284
U000486,TXN20250308004285
U000491,TXN20250129004286
U000375,TXN20250326004287
U000310,TXN20250124004288
U000604,TXN20250103004289
U000347,TXN20250211004290
U000214,TXN20250326004291
U000106,TXN20250126004292
U000566,TXN20250110004293
U000698,TXN20250306004294
U000001,TXN20250330004295
U000766,TXN20250219004296
U000075,TXN20250129004297
U000747,TXN20250121004298
U000451,TXN20250210004299
U000256,TXN20250324004300
U000578,TXN20250106004301
U000222,TXN20250309004302
U000492,TXN20250101004303
