tran_sequence_number,merchant_id
TXN20250126002809,MGB00188
TXN20250118002810,MIN00009
TXN20250318002811,MCA00093
TXN20250224002812,MES00087
TXN20250117002813,MES00058
TXN20250125002814,MAU00089
TXN20250314002815,MGB00188
TXN20250116002816,MAE00205
TXN20250316002817,MAE00205
TXN20250127002818,MAE00035
TXN20250120002819,MES00107
TXN20250217002820,MGB00168
TXN20250112002821,MJP00007
TXN20250110002822,MUS00012
TXN20250225002823,MJP00133
TXN20250312002824,MAU00005
TXN20250117002825,MCA00194
TXN20250131002826,MJP00112
TXN20250312002827,MSG00050
TXN20250204002828,MHK00010
TXN20250117002829,MSG00140
TXN20250121002830,MGB00106
TXN20250102002831,MSG00176
TXN20250102002832,MES00217
TXN20250129002833,MUS00153
TXN20250215002834,MES00175
TXN20250225002835,MNL00039
TXN20250304002836,MUS00171
TXN20250226002837,MGB00199
TXN20250114002838,MFR00212
TXN20250329002839,MNL00030
TXN20250327002840,MCA00196
TXN20250210002841,MHK00053
TXN20250314002842,MUS00139
TXN20250109002843,MSG00189
TXN20250104002844,MCA00102
TXN20250329002845,MFR00042
TXN20250210002846,MHK00151
TXN20250218002847,MUS00079
TXN20250213002848,MGB00106
TXN20250315002849,MFR00008
TXN20250324002850,MCA00068
TXN20250114002851,MJP00032
TXN20250117002852,MSG00176
TXN20250127002853,MUS00150
TXN20250117002854,MDE00185
TXN20250111002855,MAU00060
TXN20250330002856,MSG00189
TXN20250110002857,MJP00088
TXN20250304002858,MCA00044
TXN20250105002859,MUS00190
TXN20250219002860,MUS00018
TXN20250204002861,MUS00190
TXN20250213002862,MUS00057
TXN20250310002863,MCA00016
TXN20250116002864,MES00062
TXN20250311002865,MJP00121
TXN20250203002866,MHK00091
TXN20250305002867,MUS00139
TXN20250330002868,MGB00183
TXN20250218002869,MNL00167
TXN20250118002870,MGB00191
TXN20250223002871,MFR00182
TXN20250115002872,MIN00203
TXN20250326002873,MUS00023
TXN20250319002874,MIN00009
TXN20250228002875,MNL00039
TXN20250102002876,MNL00218
TXN20250127002877,MES00175
TXN20250325002878,MUS00142
TXN20250105002879,MUS00135
TXN20250310002880,MCA00200
TXN20250214002881,MDE00181
TXN20250325002882,MUS00116
TXN20250105002883,MDE00074
TXN20250117002884,MUS00150
TXN20250306002885,MUS00077
TXN20250303002886,MJP00157
TXN20250228002887,MJP00032
TXN20250212002888,MJP00112
TXN20250322002889,MGB00188
TXN20250304002890,MCA00014
TXN20250112002891,MAU00005
TXN20250118002892,MFR00182
TXN20250201002893,MDE00048
TXN20250306002894,MJP00004
TXN20250322002895,MUS00040
TXN20250108002896,MFR00122
TXN20250124002897,MCA00068
TXN20250331002898,MGB00174
TXN20250217002899,MAU00186
TXN20250313002900,MGB00160
TXN20250316002901,MHK00053
TXN20250217002902,MDE00074
TXN20250123002903,MES00062
TXN20250110002904,MAU00172
TXN20250221002905,MGB00199
TXN20250216002906,MES00025
TXN20250322002907,MCA00110
TXN20250220002908,MGB00160
TXN20250219002909,MAU00172
TXN20250204002910,MES00041
TXN20250224002911,MJP00036
TXN20250306002912,MAU00186
TXN20250303002913,MFR00192
TXN20250212002914,MUS00207
TXN20250124002915,MFR00148
TXN20250223002916,MGB00001
TXN20250218002917,MFR00042
TXN20250329002918,MIN00118
TXN20250218002919,MGB00188
TXN20250225002920,MES00175
TXN20250225002921,MNL00013
TXN20250115002922,MJP00002
TXN20250324002923,MCA00200
TXN20250302002924,MAU00005
TXN20250330002925,MCA00209
TXN20250324002926,MAU00095
TXN20250201002927,MNL00030
TXN20250323002928,MES00062
TXN20250213002929,MUS00142
TXN20250205002930,MDE00074
TXN20250125002931,MDE00111
TXN20250124002932,MAU00085
TXN20250323002933,MIN00115
TXN20250326002934,MDE00111
TXN20250207002935,MAU00056
TXN20250303002936,MDE00197
TXN20250207002937,MJP00036
TXN20250105002938,MES00175
TXN20250325002939,MDE00134
TXN20250302002940,MNL00161
TXN20250316002941,MGB00132
TXN20250106002942,MCA00200
TXN20250111002943,MNL00161
TXN20250310002944,MSG00033
TXN20250310002945,MDE00114
TXN20250317002946,MNL00051
TXN20250127002947,MSG00140
TXN20250307002948,MAU00095
TXN20250223002949,MGB00163
TXN20250119002950,MHK00010
TXN20250314002951,MUS00179
TXN20250211002952,MIN00021
TXN20250301002953,MJP00125
TXN20250314002954,MFR00182
TXN20250212002955,MCA00080
TXN20250215002956,MIN00021
TXN20250216002957,MES00041
TXN20250330002958,MAU00075
TXN20250324002959,MFR00177
TXN20250205002960,MCA00080
TXN20250217002961,MCA00014
TXN20250324002962,MDE00074
TXN20250207002963,MUS00216
TXN20250305002964,MUS00216
TXN20250121002965,MUS00055
TXN20250330002966,MUS00124
TXN20250201002967,MCA00068
TXN20250320002968,MFR00042
TXN20250303002969,MIN00009
TXN20250111002970,MSG00173
TXN20250101002971,MES00066
TXN20250109002972,MGB00160
TXN20250208002973,MIN00211
TXN20250202002974,MFR00212
TXN20250225002975,MIN00103
TXN20250122002976,MDE00052
TXN20250110002977,MGB00094
TXN20250206002978,MFR00072
TXN20250214002979,MAE00076
TXN20250108002980,MCA00101
TXN20250206002981,MUS00059
TXN20250314002982,MJP00112
TXN20250119002983,MES00100
TXN20250210002984,MCA00147
TXN20250325002985,MGB00094
TXN20250118002986,MUS00198
TXN20250107002987,MFR00072
TXN20250124002988,MFR00212
TXN20250115002989,MDE00185
TXN20250331002990,MCA00063
TXN20250304002991,MHK00151
TXN20250312002992,MAU00186
TXN20250115002993,MDE00181
TXN20250127002994,MNL00078
TXN20250130002995,MGB00064
TXN20250228002996,MUS00079
TXN20250123002997,MUS00166
TXN20250124002998,MIN00003
TXN20250116002999,MIN00017
TXN20250214003000,MDE00111
TXN20250324003001,MUS00031
TXN20250209003002,MUS00059
TXN20250106003003,MDE00197
TXN20250220003004,MDE00052
TXN20250122003005,MJP00214
TXN20250113003006,MFR00201
TXN20250206003007,MHK00091
TXN20250304003008,MSG00173
TXN20250102003009,MIN00211
TXN20250223003010,MGB00064
TXN20250112003011,MDE00197
TXN20250322003012,MCA00147
TXN20250322003013,MIN00210
TXN20250303003014,MUS00023
TXN20250319003015,MUS00018
TXN20250206003016,MAE00020
TXN20250206003017,MCA00101
TXN20250311003018,MNL00161
TXN20250302003019,MHK00202
TXN20250320003020,MES00092
TXN20250221003021,MIN00152
TXN20250121003022,MAU00206
TXN20250208003023,MIN00184
TXN20250222003024,MES00038
TXN20250303003025,MFR00148
TXN20250109003026,MUS00142
TXN20250210003027,MIN00178
TXN20250114003028,MHK00010
TXN20250216003029,MUS00213
TXN20250220003030,MAU00060
TXN20250323003031,MUS00198
TXN20250223003032,MAE00035
TXN20250118003033,MAU00149
TXN20250328003034,MUS00130
TXN20250127003035,MIN00009
TXN20250313003036,MAU00149
TXN20250320003037,MGB00191
TXN20250327003038,MAE00208
TXN20250124003039,MNL00109
TXN20250314003040,MDE00181
TXN20250318003041,MGB00043
TXN20250124003042,MUS00077
TXN20250304003043,MJP00002
TXN20250108003044,MGB00132
TXN20250325003045,MUS00124
TXN20250203003046,MDE00074
TXN20250331003047,MJP00144
TXN20250324003048,MIN00187
TXN20250102003049,MCA00110
TXN20250213003050,MSG00083
TXN20250227003051,MFR00008
TXN20250118003052,MES00062
TXN20250118003053,MCA00209
TXN20250113003054,MNL00109
TXN20250315003055,MNL00030
TXN20250328003056,MCA00081
TXN20250321003057,MDE00134
TXN20250319003058,MNL00030
TXN20250113003059,MUS00117
TXN20250115003060,MGB00027
TXN20250320003061,MDE00155
TXN20250203003062,MFR00148
TXN20250312003063,MDE00052
TXN20250228003064,MGB00027
TXN20250324003065,MFR00212
TXN20250204003066,MUS00207
TXN20250327003067,MJP00036
TXN20250211003068,MUS00142
TXN20250304003069,MGB00183
TXN20250217003070,MNL00051
TXN20250128003071,MGB00027
TXN20250125003072,MUS00079
TXN20250114003073,MIN00203
TXN20250214003074,MJP00204
TXN20250319003075,MIN00128
TXN20250320003076,MES00062
TXN20250220003077,MAU00172
TXN20250131003078,MGB00132
TXN20250314003079,MUS00179
TXN20250214003080,MJP00204
TXN20250217003081,MAE00073
TXN20250117003082,MDE00111
TXN20250318003083,MUS00079
TXN20250209003084,MNL00051
TXN20250304003085,MUS00055
TXN20250319003086,MJP00214
TXN20250323003087,MCA00081
TXN20250107003088,MDE00185
TXN20250326003089,MUS00171
TXN20250207003090,MUS00057
TXN20250124003091,MUS00031
TXN20250325003092,MNL00169
TXN20250205003093,MGB00027
TXN20250109003094,MGB00132
TXN20250131003095,MES00066
TXN20250211003096,MGB00054
TXN20250223003097,MGB00141
TXN20250330003098,MCA00019
TXN20250322003099,MNL00169
TXN20250202003100,MSG00173
TXN20250212003101,MAE00035
TXN20250228003102,MCA00019
TXN20250227003103,MAU00075
TXN20250323003104,MGB00219
TXN20250115003105,MGB00065
TXN20250316003106,MIN00128
TXN20250301003107,MAU00186
TXN20250220003108,MUS00150
TXN20250214003109,MCA00196
TXN20250122003110,MUS00213
TXN20250312003111,MCA00093
TXN20250106003112,MGB00132
TXN20250311003113,MIN00017
TXN20250216003114,MUS00166
TXN20250202003115,MGB00046
TXN20250104003116,MUS00179
TXN20250317003117,MSG00176
TXN20250217003118,MIN00210
TXN20250329003119,MUS00150
TXN20250304003120,MJP00088
TXN20250319003121,MUS00059
TXN20250126003122,MIN00193
TXN20250118003123,MCA00102
TXN20250202003124,MUS00179
TXN20250131003125,MGB00199
TXN20250325003126,MCA00014
TXN20250326003127,MAU00085
TXN20250225003128,MUS00190
TXN20250321003129,MCA00102
TXN20250123003130,MGB00094
TXN20250323003131,MGB00191
TXN20250319003132,MUS00124
TXN20250225003133,MAE00073
TXN20250120003134,MIN00152
TXN20250319003135,MES00092
TXN20250303003136,MCA00096
TXN20250320003137,MFR00201
TXN20250316003138,MUS00213
TXN20250305003139,MAU00105
TXN20250322003140,MSG00050
TXN20250123003141,MJP00157
TXN20250118003142,MIN00203
TXN20250213003143,MFR00212
TXN20250127003144,MHK00202
TXN20250307003145,MGB00132
TXN20250208003146,MJP00026
TXN20250219003147,MJP00133
TXN20250102003148,MES00175
TXN20250302003149,MJP00026
TXN20250211003150,MAE00127
TXN20250328003151,MAU00119
TXN20250226003152,MFR00042
TXN20250112003153,MSG00083
TXN20250227003154,MUS00117
TXN20250126003155,MUS00171
TXN20250208003156,MUS00164
TXN20250211003157,MFR00177
TXN20250304003158,MJP00104
TXN20250305003159,MFR00182
TXN20250306003160,MFR00072
TXN20250316003161,MIN00113
TXN20250220003162,MUS00059
TXN20250217003163,MGB00160
TXN20250108003164,MDE00185
TXN20250303003165,MAU00206
TXN20250308003166,MUS00139
TXN20250108003167,MUS00142
TXN20250302003168,MNL00218
TXN20250117003169,MFR00201
TXN20250109003170,MJP00157
TXN20250101003171,MCA00044
TXN20250124003172,MHK00202
TXN20250218003173,MGB00064
TXN20250124003174,MJP00133
TXN20250110003175,MUS00190
TXN20250316003176,MCA00099
TXN20250316003177,MDE00048
TXN20250311003178,MAE00126
TXN20250102003179,MFR00182
TXN20250117003180,MUS00179
TXN20250328003181,MIN00128
TXN20250109003182,MAU00098
TXN20250216003183,MCA00101
TXN20250130003184,MAU00186
TXN20250123003185,MJP00028
TXN20250107003186,MUS00057
TXN20250328003187,MUS00153
TXN20250214003188,MDE00048
TXN20250228003189,MJP00158
TXN20250309003190,MGB00168
TXN20250105003191,MHK00159
TXN20250222003192,MCA00044
TXN20250125003193,MES00217
TXN20250118003194,MIN00131
TXN20250126003195,MCA00200
TXN20250204003196,MGB00132
TXN20250223003197,MFR00148
TXN20250321003198,MES00062
TXN20250207003199,MJP00088
TXN20250213003200,MNL00039
TXN20250322003201,MAU00186
TXN20250213003202,MSG00173
TXN20250329003203,MCA00016
TXN20250204003204,MFR00192
TXN20250217003205,MSG00061
TXN20250220003206,MDE00185
TXN20250222003207,MGB00191
TXN20250311003208,MAE00126
TXN20250131003209,MGB00064
TXN20250223003210,MES00087
TXN20250225003211,MDE00111
TXN20250311003212,MJP00026
TXN20250204003213,MCA00081
TXN20250226003214,MUS00129
TXN20250227003215,MUS00213
TXN20250116003216,MUS00079
TXN20250202003217,MGB00001
TXN20250202003218,MFR00192
TXN20250107003219,MSG00050
TXN20250214003220,MDE00048
TXN20250125003221,MGB00174
TXN20250105003222,MGB00106
TXN20250326003223,MJP00026
TXN20250313003224,MIN00128
TXN20250126003225,MJP00144
TXN20250329003226,MAE00127
TXN20250321003227,MNL00078
TXN20250116003228,MGB00145
TXN20250121003229,MCA00196
TXN20250323003230,MES00092
TXN20250330003231,MHK00091
TXN20250220003232,MJP00157
TXN20250224003233,MAE00208
TXN20250109003234,MDE00181
TXN20250129003235,MGB00106
TXN20250202003236,MAU00089
TXN20250322003237,MUS00012
TXN20250329003238,MIN00009
TXN20250103003239,MAU00085
TXN20250206003240,MCA00014
TXN20250328003241,MFR00201
TXN20250213003242,MUS00216
TXN20250225003243,MIN00082
TXN20250307003244,MJP00137
TXN20250221003245,MES00100
TXN20250120003246,MUS00135
TXN20250110003247,MAE00208
TXN20250104003248,MES00092
TXN20250102003249,MAU00149
TXN20250327003250,MJP00157
TXN20250210003251,MDE00134
TXN20250128003252,MIN00021
TXN20250208003253,MDE00197
TXN20250331003254,MGB00132
TXN20250312003255,MFR00182
TXN20250311003256,MFR00192
TXN20250330003257,MJP00104
TXN20250320003258,MUS00034
TXN20250310003259,MDE00052
TXN20250313003260,MIN00187
TXN20250301003261,MIN00184
TXN20250106003262,MDE00052
TXN20250125003263,MGB00219
TXN20250302003264,MIN00113
TXN20250220003265,MFR00122
TXN20250321003266,MUS00047
TXN20250121003267,MNL00218
TXN20250307003268,MJP00120
TXN20250114003269,MHK00195
TXN20250115003270,MGB00046
TXN20250221003271,MFR00042
TXN20250331003272,MJP00137
TXN20250220003273,MCA00101
TXN20250125003274,MGB00001
TXN20250320003275,MFR00122
TXN20250121003276,MDE00134
TXN20250128003277,MJP00214
TXN20250119003278,MGB00183
TXN20250325003279,MAU00206
TXN20250224003280,MUS00153
TXN20250320003281,MJP00049
TXN20250110003282,MJP00045
TXN20250112003283,MFR00042
TXN20250216003284,MUS00142
TXN20250304003285,MUS00031
TXN20250226003286,MGB00141
TXN20250126003287,MSG00033
TXN20250115003288,MGB00069
TXN20250103003289,MJP00125
TXN20250307003290,MGB00043
TXN20250226003291,MGB00027
TXN20250214003292,MUS00086
TXN20250324003293,MCA00194
TXN20250224003294,MDE00136
TXN20250315003295,MDE00146
TXN20250325003296,MDE00071
TXN20250101003297,MDE00146
TXN20250304003298,MGB00106
TXN20250126003299,MUS00117
TXN20250128003300,MJP00028
TXN20250105003301,MNL00051
TXN20250213003302,MCA00200
TXN20250115003303,MUS00055
TXN20250310003304,MUS00034
TXN20250125003305,MFR00008
TXN20250119003306,MDE00185
TXN20250323003307,MAE00208
TXN20250205003308,MAU00105
TXN20250321003309,MDE00185
TXN20250107003310,MCA00063
TXN20250323003311,MUS00164
TXN20250214003312,MUS00142
TXN20250312003313,MIN00009
TXN20250212003314,MUS00079
TXN20250125003315,MIN00022
TXN20250205003316,MGB00141
TXN20250218003317,MCA00209
TXN20250315003318,MIN00187
TXN20250206003319,MCA00063
TXN20250310003320,MJP00215
TXN20250222003321,MAU00060
TXN20250325003322,MSG00083
TXN20250303003323,MUS00166
TXN20250305003324,MUS00040
TXN20250104003325,MIN00203
TXN20250328003326,MJP00154
TXN20250122003327,MES00038
TXN20250113003328,MUS00031
TXN20250208003329,MGB00183
TXN20250221003330,MNL00030
TXN20250226003331,MIN00128
TXN20250320003332,MCA00096
TXN20250106003333,MGB00065
TXN20250312003334,MNL00030
TXN20250112003335,MGB00065
TXN20250111003336,MUS00216
TXN20250217003337,MCA00014
TXN20250320003338,MCA00063
TXN20250308003339,MDE00197
TXN20250127003340,MIN00082
TXN20250309003341,MAU00084
TXN20250317003342,MHK00202
TXN20250220003343,MCA00156
TXN20250204003344,MUS00139
TXN20250107003345,MUS00057
TXN20250310003346,MJP00028
TXN20250327003347,MAE00208
TXN20250105003348,MUS00129
TXN20250320003349,MJP00036
TXN20250104003350,MAU00060
TXN20250206003351,MIN00103
TXN20250217003352,MUS00055
TXN20250226003353,MES00058
TXN20250131003354,MUS00171
TXN20250324003355,MUS00142
TXN20250117003356,MES00217
TXN20250123003357,MJP00104
TXN20250121003358,MJP00154
TXN20250121003359,MJP00004
TXN20250308003360,MGB00163
TXN20250118003361,MUS00116
TXN20250107003362,MGB00065
TXN20250319003363,MNL00167
TXN20250106003364,MJP00125
TXN20250314003365,MES00025
TXN20250225003366,MUS00150
TXN20250108003367,MSG00176
TXN20250110003368,MIN00187
TXN20250103003369,MJP00088
TXN20250320003370,MGB00132
TXN20250206003371,MES00067
TXN20250302003372,MUS00190
TXN20250221003373,MIN00037
TXN20250124003374,MUS00207
TXN20250313003375,MDE00185
TXN20250126003376,MNL00161
TXN20250131003377,MIN00021
TXN20250227003378,MIN00082
TXN20250125003379,MDE00197
TXN20250226003380,MGB00094
TXN20250319003381,MUS00129
TXN20250131003382,MUS00171
TXN20250111003383,MCA00080
TXN20250115003384,MGB00160
TXN20250127003385,MAU00075
TXN20250126003386,MJP00123
TXN20250307003387,MFR00015
TXN20250304003388,MUS00179
TXN20250122003389,MAU00095
TXN20250115003390,MCA00081
TXN20250318003391,MGB00106
TXN20250307003392,MHK00151
TXN20250331003393,MES00107
TXN20250106003394,MJP00214
TXN20250307003395,MGB00191
TXN20250118003396,MJP00108
TXN20250324003397,MIN00128
TXN20250202003398,MGB00132
TXN20250130003399,MNL00013
TXN20250216003400,MGB00199
TXN20250205003401,MJP00088
TXN20250321003402,MES00087
TXN20250105003403,MDE00071
TXN20250307003404,MFR00182
TXN20250128003405,MES00087
TXN20250106003406,MDE00185
TXN20250216003407,MUS00018
TXN20250318003408,MCA00110
TXN20250207003409,MFR00192
TXN20250302003410,MNL00218
TXN20250203003411,MFR00201
TXN20250325003412,MGB00174
TXN20250208003413,MUS00059
TXN20250313003414,MIN00103
TXN20250214003415,MAU00149
TXN20250326003416,MUS00117
TXN20250107003417,MIN00210
TXN20250103003418,MNL00039
TXN20250226003419,MIN00113
TXN20250307003420,MGB00141
TXN20250224003421,MFR00042
TXN20250219003422,MGB00027
TXN20250324003423,MNL00013
TXN20250313003424,MCA00101
TXN20250120003425,MUS00086
TXN20250225003426,MGB00199
TXN20250129003427,MCA00156
TXN20250106003428,MCA00093
TXN20250320003429,MGB00219
TXN20250218003430,MIN00021
TXN20250125003431,MUS00057
TXN20250313003432,MFR00122
TXN20250115003433,MAU00056
TXN20250210003434,MIN00138
TXN20250101003435,MCA00044
TXN20250327003436,MGB00027
TXN20250313003437,MNL00051
TXN20250119003438,MUS00153
TXN20250214003439,MIN00152
TXN20250303003440,MIN00178
TXN20250123003441,MIN00021
TXN20250208003442,MUS00057
TXN20250207003443,MDE00111
TXN20250306003444,MAE00090
TXN20250116003445,MNL00161
TXN20250217003446,MHK00159
TXN20250109003447,MGB00046
TXN20250111003448,MUS00116
TXN20250316003449,MIN00003
TXN20250124003450,MAU00084
TXN20250222003451,MJP00006
TXN20250308003452,MJP00088
TXN20250316003453,MJP00006
TXN20250221003454,MCA00063
TXN20250112003455,MCA00096
TXN20250201003456,MDE00134
TXN20250101003457,MGB00043
TXN20250301003458,MGB00191
TXN20250206003459,MDE00155
TXN20250305003460,MIN00210
TXN20250315003461,MJP00157
TXN20250123003462,MFR00072
TXN20250103003463,MCA00147
TXN20250314003464,MIN00178
TXN20250313003465,MCA00081
TXN20250307003466,MFR00182
TXN20250320003467,MES00092
TXN20250123003468,MGB00219
TXN20250227003469,MUS00059
TXN20250211003470,MUS00059
TXN20250211003471,MGB00064
TXN20250222003472,MSG00189
TXN20250219003473,MUS00135
TXN20250220003474,MUS00079
TXN20250206003475,MJP00006
TXN20250225003476,MNL00218
TXN20250112003477,MUS00077
TXN20250114003478,MUS00077
TXN20250220003479,MES00062
TXN20250312003480,MUS00166
TXN20250330003481,MGB00065
TXN20250328003482,MUS00040
TXN20250210003483,MAU00005
TXN20250125003484,MHK00053
TXN20250228003485,MFR00192
TXN20250302003486,MCA00019
TXN20250106003487,MAE00076
TXN20250319003488,MGB00027
TXN20250105003489,MES00217
TXN20250309003490,MIN00021
TXN20250307003491,MCA00081
TXN20250224003492,MFR00177
TXN20250226003493,MHK00202
TXN20250120003494,MAU00172
TXN20250118003495,MNL00039
TXN20250113003496,MUS00130
TXN20250224003497,MJP00162
TXN20250121003498,MHK00202
TXN20250226003499,MFR00122
TXN20250101003500,MAE00126
TXN20250309003501,MCA00196
TXN20250101003502,MDE00134
TXN20250208003503,MIN00203
TXN20250206003504,MCA00156
TXN20250228003505,MGB00001
TXN20250121003506,MIN00152
TXN20250121003507,MCA00156
TXN20250224003508,MJP00137
TXN20250318003509,MJP00108
TXN20250208003510,MAE00208
TXN20250201003511,MIN00187
TXN20250304003512,MIN00203
TXN20250303003513,MJP00032
TXN20250320003514,MAU00089
TXN20250322003515,MJP00007
TXN20250113003516,MGB00094
TXN20250208003517,MDE00052
TXN20250307003518,MJP00004
TXN20250120003519,MFR00182
TXN20250109003520,MUS00117
TXN20250220003521,MIN00210
TXN20250322003522,MNL00051
TXN20250322003523,MCA00200
TXN20250214003524,MUS00150
TXN20250128003525,MUS00129
TXN20250204003526,MNL00030
TXN20250129003527,MUS00034
TXN20250119003528,MUS00198
TXN20250212003529,MGB00069
TXN20250209003530,MUS00055
TXN20250127003531,MAU00186
TXN20250214003532,MAU00098
TXN20250108003533,MFR00008
TXN20250127003534,MGB00064
TXN20250328003535,MDE00052
TXN20250202003536,MUS00198
TXN20250201003537,MGB00141
TXN20250304003538,MJP00157
TXN20250302003539,MDE00071
TXN20250213003540,MUS00079
TXN20250225003541,MCA00044
TXN20250321003542,MES00066
TXN20250119003543,MES00107
TXN20250323003544,MJP00002
TXN20250227003545,MJP00004
TXN20250110003546,MES00087
TXN20250124003547,MCA00014
TXN20250218003548,MAU00206
TXN20250117003549,MNL00218
TXN20250323003550,MJP00036
TXN20250225003551,MES00087
TXN20250311003552,MSG00033
TXN20250203003553,MES00062
TXN20250127003554,MDE00155
TXN20250207003555,MGB00141
TXN20250116003556,MUS00198
TXN20250118003557,MDE00136
TXN20250216003558,MFR00212
TXN20250311003559,MJP00026
TXN20250128003560,MIN00187
TXN20250313003561,MUS00040
TXN20250217003562,MNL00218
TXN20250221003563,MDE00111
TXN20250315003564,MNL00030
TXN20250107003565,MUS00164
TXN20250314003566,MFR00122
TXN20250226003567,MIN00118
TXN20250203003568,MIN00152
TXN20250228003569,MNL00039
TXN20250326003570,MUS00079
TXN20250106003571,MIN00113
TXN20250213003572,MGB00191
TXN20250303003573,MIN00037
TXN20250114003574,MFR00212
TXN20250305003575,MCA00019
TXN20250114003576,MSG00050
TXN20250127003577,MGB00069
TXN20250226003578,MUS00117
TXN20250131003579,MIN00029
TXN20250224003580,MJP00108
TXN20250330003581,MCA00068
TXN20250327003582,MDE00052
TXN20250124003583,MSG00189
TXN20250112003584,MDE00134
TXN20250218003585,MUS00086
TXN20250118003586,MNL00218
TXN20250221003587,MUS00142
TXN20250110003588,MAE00035
TXN20250305003589,MCA00063
TXN20250319003590,MFR00192
TXN20250211003591,MGB00183
TXN20250113003592,MGB00163
TXN20250122003593,MUS00153
TXN20250201003594,MJP00215
TXN20250203003595,MUS00124
TXN20250311003596,MGB00168
TXN20250307003597,MES00092
TXN20250314003598,MUS00077
TXN20250329003599,MJP00157
TXN20250225003600,MGB00132
TXN20250227003601,MES00175
TXN20250213003602,MUS00034
TXN20250121003603,MUS00023
TXN20250114003604,MSG00165
TXN20250216003605,MJP00121
TXN20250206003606,MSG00165
TXN20250324003607,MUS00207
TXN20250312003608,MNL00078
TXN20250303003609,MGB00106
TXN20250326003610,MDE00134
TXN20250306003611,MIN00178
TXN20250123003612,MJP00214
TXN20250304003613,MJP00028
TXN20250330003614,MSG00165
TXN20250208003615,MUS00012
TXN20250331003616,MGB00188
TXN20250124003617,MNL00051
TXN20250101003618,MGB00027
TXN20250313003619,MSG00061
TXN20250210003620,MUS00057
TXN20250128003621,MIN00029
TXN20250122003622,MIN00003
TXN20250125003623,MFR00148
TXN20250108003624,MJP00104
TXN20250312003625,MGB00199
TXN20250316003626,MUS00023
TXN20250214003627,MSG00070
TXN20250212003628,MIN00203
TXN20250209003629,MAU00172
TXN20250213003630,MFR00201
TXN20250118003631,MES00066
TXN20250202003632,MIN00029
TXN20250225003633,MAU00105
TXN20250202003634,MJP00032
TXN20250227003635,MCA00156
TXN20250110003636,MHK00159
TXN20250314003637,MGB00168
TXN20250127003638,MES00058
TXN20250111003639,MIN00187
TXN20250208003640,MUS00207
TXN20250207003641,MGB00065
TXN20250314003642,MCA00196
TXN20250226003643,MAE00127
TXN20250112003644,MDE00071
TXN20250217003645,MES00092
TXN20250121003646,MHK00151
TXN20250202003647,MFR00122
TXN20250222003648,MUS00077
TXN20250325003649,MIN00184
TXN20250114003650,MJP00108
TXN20250218003651,MSG00165
TXN20250118003652,MUS00086
TXN20250220003653,MGB00145
TXN20250303003654,MNL00218
TXN20250319003655,MHK00091
TXN20250331003656,MAU00105
TXN20250102003657,MUS00040
TXN20250322003658,MHK00202
TXN20250314003659,MJP00104
TXN20250122003660,MUS00142
TXN20250214003661,MJP00214
TXN20250128003662,MJP00026
TXN20250205003663,MJP00108
TXN20250303003664,MDE00181
TXN20250305003665,MUS00117
TXN20250126003666,MIN00211
TXN20250301003667,MUS00164
TXN20250112003668,MDE00071
TXN20250102003669,MUS00129
TXN20250218003670,MUS00023
TXN20250110003671,MNL00161
TXN20250219003672,MGB00046
TXN20250216003673,MGB00183
TXN20250102003674,MCA00080
TXN20250129003675,MIN00037
TXN20250326003676,MGB00064
TXN20250325003677,MJP00088
TXN20250124003678,MDE00052
TXN20250329003679,MDE00185
TXN20250201003680,MNL00169
TXN20250116003681,MJP00002
TXN20250226003682,MCA00156
TXN20250304003683,MJP00154
TXN20250124003684,MUS00166
TXN20250321003685,MSG00061
TXN20250320003686,MAU00005
TXN20250105003687,MCA00014
TXN20250302003688,MAE00020
TXN20250309003689,MDE00111
TXN20250330003690,MGB00174
TXN20250116003691,MDE00114
TXN20250224003692,MJP00157
TXN20250313003693,MCA00101
TXN20250103003694,MJP00045
TXN20250316003695,MDE00181
TXN20250103003696,MIN00011
TXN20250318003697,MJP00036
TXN20250211003698,MIN00113
TXN20250305003699,MCA00194
TXN20250111003700,MCA00194
TXN20250303003701,MIN00128
TXN20250225003702,MJP00002
TXN20250225003703,MES00066
TXN20250122003704,MIN00128
TXN20250112003705,MDE00048
TXN20250318003706,MFR00008
TXN20250106003707,MHK00151
TXN20250306003708,MUS00153
TXN20250311003709,MCA00147
TXN20250127003710,MUS00055
TXN20250322003711,MJP00120
TXN20250219003712,MJP00204
TXN20250218003713,MUS00023
TXN20250202003714,MUS00086
TXN20250217003715,MGB00043
TXN20250303003716,MUS00034
TXN20250115003717,MCA00156
TXN20250124003718,MIN00187
TXN20250111003719,MCA00099
TXN20250117003720,MUS00018
TXN20250131003721,MNL00078
TXN20250121003722,MUS00150
TXN20250319003723,MGB00001
TXN20250303003724,MES00092
TXN20250102003725,MDE00136
TXN20250311003726,MCA00080
TXN20250321003727,MJP00123
TXN20250331003728,MUS00190
TXN20250316003729,MUS00018
TXN20250215003730,MGB00027
TXN20250102003731,MJP00157
TXN20250330003732,MFR00072
TXN20250224003733,MFR00201
TXN20250326003734,MES00066
TXN20250215003735,MUS00086
TXN20250321003736,MFR00212
TXN20250307003737,MGB00064
TXN20250206003738,MUS00179
TXN20250320003739,MIN00138
TXN20250131003740,MJP00137
TXN20250329003741,MIN00178
TXN20250201003742,MGB00191
TXN20250131003743,MFR00201
