userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000692,5,5399.99,GBP,EMEA,credit card,quick service dining,evening,weekday,high-value,"very high-value, weekend spend, everyday consumer spend","User U000692 shows a high-value spending profile across 5 transactions totaling 5399.99 GBP. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include very high-value, weekend spend, everyday consumer spend."
U000693,4,3914.08,AED,MEA,credit card,fuel and convenience,morning,weekend,high-value,"weekend spend, everyday consumer spend, very high-value","User U000693 shows a high-value spending profile across 4 transactions totaling 3914.08 AED. The user most often transacts in MEA with credit card payments, favors fuel and convenience, and is most active during morning weekend periods. Common patterns include weekend spend, everyday consumer spend, very high-value."
U000694,6,8364.42,EUR,EMEA,credit card,financial services,evening,weekday,high-value,"high-value, cash-like financial services, weekend spend","User U000694 shows a high-value spending profile across 6 transactions totaling 8364.42 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during evening weekday periods. Common patterns include high-value, cash-like financial services, weekend spend."
U000695,5,5689.39,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"high-value, premium electronics, weekend spend","User U000695 shows a high-value spending profile across 5 transactions totaling 5689.39 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include high-value, premium electronics, weekend spend."
U000696,7,5943.0,EUR,EMEA,credit card,pharmacy and wellness,evening,weekday,high-value,"everyday consumer spend, prepaid instrument, high-value","User U000696 shows a high-value spending profile across 7 transactions totaling 5943.0 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during evening weekday periods. Common patterns include everyday consumer spend, prepaid instrument, high-value."
U000697,5,404.33,EUR,EMEA,credit card,pharmacy and wellness,late-night,weekday,small-ticket,"everyday consumer spend, late-night activity, weekend spend","User U000697 shows a small-ticket spending profile across 5 transactions totaling 404.33 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, weekend spend."
U000698,4,1563.57,EUR,APAC,credit card,lodging and hospitality,morning,weekday,mid-value,"everyday consumer spend, high-value, travel-related","User U000698 shows a mid-value spending profile across 4 transactions totaling 1563.57 EUR. The user most often transacts in APAC with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include everyday consumer spend, high-value, travel-related."
U000699,9,8503.5,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"late-night activity, prepaid instrument, weekend spend","User U000699 shows a high-value spending profile across 9 transactions totaling 8503.5 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include late-night activity, prepaid instrument, weekend spend."
U000700,4,5214.75,GBP,EMEA,credit card,lodging and hospitality,morning,weekday,high-value,"high-value, travel-related, late-night activity","User U000700 shows a high-value spending profile across 4 transactions totaling 5214.75 GBP. The user most often transacts in EMEA with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include high-value, travel-related, late-night activity."
U000701,5,7269.77,EUR,EMEA,debit card,education services,morning,weekday,high-value,"very high-value, everyday consumer spend, cash-like financial services","User U000701 shows a high-value spending profile across 5 transactions totaling 7269.77 EUR. The user most often transacts in EMEA with debit card payments, favors education services, and is most active during morning weekday periods. Common patterns include very high-value, everyday consumer spend, cash-like financial services."
U000702,8,11916.83,EUR,EMEA,credit card,education services,late-night,weekday,high-value,"late-night activity, very high-value, prepaid instrument","User U000702 shows a high-value spending profile across 8 transactions totaling 11916.83 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include late-night activity, very high-value, prepaid instrument."
U000703,7,5176.32,EUR,EMEA,credit card,consumer electronics,late-night,weekend,high-value,"weekend spend, high-value, everyday consumer spend","User U000703 shows a high-value spending profile across 7 transactions totaling 5176.32 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekend periods. Common patterns include weekend spend, high-value, everyday consumer spend."
U000704,10,13291.58,EUR,EMEA,credit card,financial services,morning,weekday,high-value,"high-value, weekend spend, travel-related","User U000704 shows a high-value spending profile across 10 transactions totaling 13291.58 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, travel-related."
U000705,9,7328.25,USD,NA,credit card,financial services,late-night,weekday,high-value,"high-value, prepaid instrument, cash-like financial services","User U000705 shows a high-value spending profile across 9 transactions totaling 7328.25 USD. The user most often transacts in NA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include high-value, prepaid instrument, cash-like financial services."
U000706,6,2715.23,USD,NA,credit card,lodging and hospitality,morning,weekday,mid-value,"high-value, travel-related, prepaid instrument","User U000706 shows a mid-value spending profile across 6 transactions totaling 2715.23 USD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include high-value, travel-related, prepaid instrument."
U000707,12,5392.08,EUR,APAC,credit card,ride-hailing and local transport,evening,weekday,mid-value,"everyday consumer spend, prepaid instrument, high-value","User U000707 shows a mid-value spending profile across 12 transactions totaling 5392.08 EUR. The user most often transacts in APAC with credit card payments, favors ride-hailing and local transport, and is most active during evening weekday periods. Common patterns include everyday consumer spend, prepaid instrument, high-value."
U000708,6,7943.77,JPY,APAC,credit card,healthcare services,morning,weekend,high-value,"weekend spend, late-night activity, high-value","User U000708 shows a high-value spending profile across 6 transactions totaling 7943.77 JPY. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during morning weekend periods. Common patterns include weekend spend, late-night activity, high-value."
U000709,6,10995.29,SGD,APAC,credit card,education services,late-night,weekday,high-value,"everyday consumer spend, very high-value, weekend spend","User U000709 shows a high-value spending profile across 6 transactions totaling 10995.29 SGD. The user most often transacts in APAC with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, very high-value, weekend spend."
U000710,3,148.43,CAD,NA,debit card,quick service dining,late-night,weekday,small-ticket,"everyday consumer spend, weekend spend","User U000710 shows a small-ticket spending profile across 3 transactions totaling 148.43 CAD. The user most often transacts in NA with debit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend."
U000711,8,2393.28,USD,EMEA,debit card,fashion retail,afternoon,weekday,mid-value,"everyday consumer spend, high-value, weekend spend","User U000711 shows a mid-value spending profile across 8 transactions totaling 2393.28 USD. The user most often transacts in EMEA with debit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, weekend spend."
U000712,5,3141.75,USD,NA,debit card,grocery retail,evening,weekday,high-value,"everyday consumer spend, late-night activity, high-value","User U000712 shows a high-value spending profile across 5 transactions totaling 3141.75 USD. The user most often transacts in NA with debit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, late-night activity, high-value."
U000713,7,4034.51,GBP,APAC,credit card,quick service dining,morning,weekday,high-value,"weekend spend, prepaid instrument, high-value","User U000713 shows a high-value spending profile across 7 transactions totaling 4034.51 GBP. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include weekend spend, prepaid instrument, high-value."
U000714,12,5398.68,EUR,APAC,debit card,financial services,morning,weekday,mid-value,"high-value, everyday consumer spend, late-night activity","User U000714 shows a mid-value spending profile across 12 transactions totaling 5398.68 EUR. The user most often transacts in APAC with debit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include high-value, everyday consumer spend, late-night activity."
U000715,3,4416.99,GBP,EMEA,credit card,financial services,late-night,weekday,high-value,"late-night activity, very high-value, cash-like financial services","User U000715 shows a high-value spending profile across 3 transactions totaling 4416.99 GBP. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include late-night activity, very high-value, cash-like financial services."
U000716,7,5155.11,EUR,EMEA,credit card,quick service dining,late-night,weekday,high-value,"late-night activity, high-value, travel-related","User U000716 shows a high-value spending profile across 7 transactions totaling 5155.11 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, travel-related."
U000717,11,4951.45,EUR,EMEA,credit card,quick service dining,late-night,weekday,mid-value,"late-night activity, high-value, prepaid instrument","User U000717 shows a mid-value spending profile across 11 transactions totaling 4951.45 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, prepaid instrument."
U000718,3,4877.35,CAD,NA,debit card,financial services,morning,weekday,high-value,"very high-value, cash-like financial services, prepaid instrument","User U000718 shows a high-value spending profile across 3 transactions totaling 4877.35 CAD. The user most often transacts in NA with debit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, prepaid instrument."
U000719,8,2305.65,GBP,NA,credit card,quick service dining,morning,weekday,mid-value,"everyday consumer spend, late-night activity, high-value","User U000719 shows a mid-value spending profile across 8 transactions totaling 2305.65 GBP. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include everyday consumer spend, late-night activity, high-value."
U000720,6,2128.07,GBP,EMEA,credit card,fashion retail,afternoon,weekday,mid-value,"weekend spend, high-value, late-night activity","User U000720 shows a mid-value spending profile across 6 transactions totaling 2128.07 GBP. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include weekend spend, high-value, late-night activity."
U000721,9,6181.45,EUR,EMEA,prepaid card,air travel,afternoon,weekday,high-value,"high-value, prepaid instrument, travel-related","User U000721 shows a high-value spending profile across 9 transactions totaling 6181.45 EUR. The user most often transacts in EMEA with prepaid card payments, favors air travel, and is most active during afternoon weekday periods. Common patterns include high-value, prepaid instrument, travel-related."
U000722,4,5133.05,EUR,EMEA,credit card,healthcare services,morning,weekend,high-value,"weekend spend, late-night activity, very high-value","User U000722 shows a high-value spending profile across 4 transactions totaling 5133.05 EUR. The user most often transacts in EMEA with credit card payments, favors healthcare services, and is most active during morning weekend periods. Common patterns include weekend spend, late-night activity, very high-value."
U000723,8,6096.09,USD,NA,credit card,air travel,evening,weekday,high-value,"high-value, weekend spend, travel-related","User U000723 shows a high-value spending profile across 8 transactions totaling 6096.09 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during evening weekday periods. Common patterns include high-value, weekend spend, travel-related."
U000724,10,3070.43,USD,APAC,credit card,quick service dining,evening,weekday,mid-value,"weekend spend, prepaid instrument, late-night activity","User U000724 shows a mid-value spending profile across 10 transactions totaling 3070.43 USD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include weekend spend, prepaid instrument, late-night activity."
U000725,1,39.67,GBP,EMEA,credit card,quick service dining,afternoon,weekday,small-ticket,everyday consumer spend,"User U000725 shows a small-ticket spending profile across 1 transactions totaling 39.67 GBP. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend."
U000726,2,187.65,CAD,NA,prepaid card,grocery retail,late-night,weekday,small-ticket,"late-night activity, prepaid instrument","User U000726 shows a small-ticket spending profile across 2 transactions totaling 187.65 CAD. The user most often transacts in NA with prepaid card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, prepaid instrument."
U000727,6,7613.97,EUR,EMEA,credit card,ride-hailing and local transport,late-night,weekday,high-value,"late-night activity, everyday consumer spend, very high-value","User U000727 shows a high-value spending profile across 6 transactions totaling 7613.97 EUR. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, very high-value."
U000728,7,6264.91,EUR,EMEA,credit card,grocery retail,late-night,weekday,high-value,"everyday consumer spend, late-night activity, very high-value","User U000728 shows a high-value spending profile across 7 transactions totaling 6264.91 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, very high-value."
U000729,3,1190.02,INR,APAC,debit card,grocery retail,afternoon,weekday,mid-value,"prepaid instrument, late-night activity, high-value","User U000729 shows a mid-value spending profile across 3 transactions totaling 1190.02 INR. The user most often transacts in APAC with debit card payments, favors grocery retail, and is most active during afternoon weekday periods. Common patterns include prepaid instrument, late-night activity, high-value."
U000730,8,4412.37,INR,APAC,credit card,grocery retail,evening,weekday,high-value,"high-value, travel-related, everyday consumer spend","User U000730 shows a high-value spending profile across 8 transactions totaling 4412.37 INR. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include high-value, travel-related, everyday consumer spend."
U000731,3,360.26,SGD,APAC,debit card,healthcare services,late-night,weekday,mid-value,"late-night activity, everyday consumer spend, prepaid instrument","User U000731 shows a mid-value spending profile across 3 transactions totaling 360.26 SGD. The user most often transacts in APAC with debit card payments, favors healthcare services, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, prepaid instrument."
U000732,2,1052.07,JPY,APAC,credit card,healthcare services,afternoon,weekday,high-value,"everyday consumer spend, high-value, travel-related","User U000732 shows a high-value spending profile across 2 transactions totaling 1052.07 JPY. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, travel-related."
U000733,6,9211.89,EUR,APAC,credit card,healthcare services,afternoon,weekday,high-value,"everyday consumer spend, very high-value, cash-like financial services","User U000733 shows a high-value spending profile across 6 transactions totaling 9211.89 EUR. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, very high-value, cash-like financial services."
U000734,4,1278.89,EUR,EMEA,credit card,grocery retail,morning,weekday,mid-value,"everyday consumer spend, premium electronics, late-night activity","User U000734 shows a mid-value spending profile across 4 transactions totaling 1278.89 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during morning weekday periods. Common patterns include everyday consumer spend, premium electronics, late-night activity."
U000735,5,11487.95,CAD,NA,credit card,financial services,late-night,weekday,very high-value,"very high-value, cash-like financial services, everyday consumer spend","User U000735 shows a very high-value spending profile across 5 transactions totaling 11487.95 CAD. The user most often transacts in NA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include very high-value, cash-like financial services, everyday consumer spend."
U000736,7,4501.23,USD,NA,credit card,consumer electronics,morning,weekday,high-value,"high-value, weekend spend, premium electronics","User U000736 shows a high-value spending profile across 7 transactions totaling 4501.23 USD. The user most often transacts in NA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, premium electronics."
U000737,5,2192.88,USD,NA,credit card,digital subscription services,afternoon,weekday,mid-value,"weekend spend, digital recurring, very high-value","User U000737 shows a mid-value spending profile across 5 transactions totaling 2192.88 USD. The user most often transacts in NA with credit card payments, favors digital subscription services, and is most active during afternoon weekday periods. Common patterns include weekend spend, digital recurring, very high-value."
U000738,6,1445.04,EUR,APAC,credit card,quick service dining,afternoon,weekend,mid-value,"weekend spend, everyday consumer spend, high-value","User U000738 shows a mid-value spending profile across 6 transactions totaling 1445.04 EUR. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during afternoon weekend periods. Common patterns include weekend spend, everyday consumer spend, high-value."
U000739,8,5299.23,JPY,APAC,credit card,quick service dining,late-night,weekday,high-value,"late-night activity, cash-like financial services, weekend spend","User U000739 shows a high-value spending profile across 8 transactions totaling 5299.23 JPY. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, cash-like financial services, weekend spend."
U000740,5,14803.74,CAD,APAC,credit card,financial services,morning,weekday,very high-value,"very high-value, cash-like financial services, everyday consumer spend","User U000740 shows a very high-value spending profile across 5 transactions totaling 14803.74 CAD. The user most often transacts in APAC with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, everyday consumer spend."
U000741,4,2640.23,SGD,APAC,credit card,lodging and hospitality,morning,weekday,high-value,"travel-related, everyday consumer spend, high-value","User U000741 shows a high-value spending profile across 4 transactions totaling 2640.23 SGD. The user most often transacts in APAC with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include travel-related, everyday consumer spend, high-value."
U000742,7,2040.13,USD,NA,credit card,air travel,late-night,weekday,mid-value,"everyday consumer spend, travel-related, late-night activity","User U000742 shows a mid-value spending profile across 7 transactions totaling 2040.13 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, travel-related, late-night activity."
U000743,4,2288.52,GBP,EMEA,credit card,financial services,late-night,weekday,high-value,"late-night activity, high-value, cash-like financial services","User U000743 shows a high-value spending profile across 4 transactions totaling 2288.52 GBP. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, cash-like financial services."
U000744,4,11864.35,JPY,APAC,credit card,education services,morning,weekday,very high-value,"very high-value, late-night activity, cash-like financial services","User U000744 shows a very high-value spending profile across 4 transactions totaling 11864.35 JPY. The user most often transacts in APAC with credit card payments, favors education services, and is most active during morning weekday periods. Common patterns include very high-value, late-night activity, cash-like financial services."
U000745,7,4914.49,INR,NA,credit card,financial services,late-night,weekday,high-value,"weekend spend, high-value, cash-like financial services","User U000745 shows a high-value spending profile across 7 transactions totaling 4914.49 INR. The user most often transacts in NA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include weekend spend, high-value, cash-like financial services."
U000746,8,4668.48,EUR,EMEA,debit card,quick service dining,late-night,weekday,high-value,"late-night activity, weekend spend, digital recurring","User U000746 shows a high-value spending profile across 8 transactions totaling 4668.48 EUR. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, digital recurring."
U000747,5,2761.98,EUR,APAC,credit card,air travel,morning,weekday,high-value,"high-value, travel-related, premium electronics","User U000747 shows a high-value spending profile across 5 transactions totaling 2761.98 EUR. The user most often transacts in APAC with credit card payments, favors air travel, and is most active during morning weekday periods. Common patterns include high-value, travel-related, premium electronics."
U000748,4,160.22,EUR,EMEA,credit card,quick service dining,late-night,weekday,small-ticket,"weekend spend, everyday consumer spend, prepaid instrument","User U000748 shows a small-ticket spending profile across 4 transactions totaling 160.22 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include weekend spend, everyday consumer spend, prepaid instrument."
U000749,9,9537.0,USD,NA,credit card,air travel,evening,weekday,high-value,"weekend spend, prepaid instrument, high-value","User U000749 shows a high-value spending profile across 9 transactions totaling 9537.0 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during evening weekday periods. Common patterns include weekend spend, prepaid instrument, high-value."
U000750,5,4045.5,INR,APAC,credit card,healthcare services,morning,weekday,high-value,"everyday consumer spend, weekend spend, high-value","User U000750 shows a high-value spending profile across 5 transactions totaling 4045.5 INR. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000751,6,1003.65,USD,NA,debit card,grocery retail,late-night,weekday,mid-value,"late-night activity, weekend spend, everyday consumer spend","User U000751 shows a mid-value spending profile across 6 transactions totaling 1003.65 USD. The user most often transacts in NA with debit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, everyday consumer spend."
U000752,7,5172.41,JPY,APAC,credit card,grocery retail,late-night,weekday,high-value,"late-night activity, high-value, everyday consumer spend","User U000752 shows a high-value spending profile across 7 transactions totaling 5172.41 JPY. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, everyday consumer spend."
U000753,11,12815.68,INR,APAC,credit card,general retail,morning,weekday,high-value,"high-value, weekend spend, very high-value","User U000753 shows a high-value spending profile across 11 transactions totaling 12815.68 INR. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, very high-value."
U000754,10,14338.4,EUR,NA,credit card,grocery retail,evening,weekday,high-value,"high-value, everyday consumer spend, very high-value","User U000754 shows a high-value spending profile across 10 transactions totaling 14338.4 EUR. The user most often transacts in NA with credit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include high-value, everyday consumer spend, very high-value."
U000755,5,1239.79,GBP,EMEA,credit card,digital subscription services,morning,weekday,mid-value,"everyday consumer spend, digital recurring, high-value","User U000755 shows a mid-value spending profile across 5 transactions totaling 1239.79 GBP. The user most often transacts in EMEA with credit card payments, favors digital subscription services, and is most active during morning weekday periods. Common patterns include everyday consumer spend, digital recurring, high-value."
U000756,6,10700.41,EUR,EMEA,credit card,financial services,morning,weekday,high-value,"very high-value, high-value, weekend spend","User U000756 shows a high-value spending profile across 6 transactions totaling 10700.41 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, high-value, weekend spend."
U000757,3,4049.31,USD,EMEA,credit card,financial services,late-night,weekday,high-value,"cash-like financial services, travel-related, late-night activity","User U000757 shows a high-value spending profile across 3 transactions totaling 4049.31 USD. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include cash-like financial services, travel-related, late-night activity."
U000758,7,1576.27,EUR,APAC,credit card,pharmacy and wellness,late-night,weekday,mid-value,"late-night activity, prepaid instrument, digital recurring","User U000758 shows a mid-value spending profile across 7 transactions totaling 1576.27 EUR. The user most often transacts in APAC with credit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include late-night activity, prepaid instrument, digital recurring."
U000759,6,2654.15,USD,EMEA,prepaid card,grocery retail,morning,weekday,mid-value,"prepaid instrument, everyday consumer spend, weekend spend","User U000759 shows a mid-value spending profile across 6 transactions totaling 2654.15 USD. The user most often transacts in EMEA with prepaid card payments, favors grocery retail, and is most active during morning weekday periods. Common patterns include prepaid instrument, everyday consumer spend, weekend spend."
U000760,10,3512.06,AED,APAC,credit card,grocery retail,evening,weekday,mid-value,"everyday consumer spend, weekend spend, late-night activity","User U000760 shows a mid-value spending profile across 10 transactions totaling 3512.06 AED. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, weekend spend, late-night activity."
U000761,9,10489.1,EUR,EMEA,credit card,consumer electronics,morning,weekday,high-value,"everyday consumer spend, late-night activity, very high-value","User U000761 shows a high-value spending profile across 9 transactions totaling 10489.1 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include everyday consumer spend, late-night activity, very high-value."
U000762,3,4342.88,USD,NA,credit card,lodging and hospitality,morning,weekday,high-value,"high-value, travel-related, weekend spend","User U000762 shows a high-value spending profile across 3 transactions totaling 4342.88 USD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include high-value, travel-related, weekend spend."
U000763,10,7215.85,EUR,EMEA,credit card,consumer electronics,late-night,weekday,high-value,"premium electronics, weekend spend, late-night activity","User U000763 shows a high-value spending profile across 10 transactions totaling 7215.85 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include premium electronics, weekend spend, late-night activity."
U000764,4,2223.57,EUR,EMEA,debit card,quick service dining,morning,weekend,high-value,"weekend spend, high-value, travel-related","User U000764 shows a high-value spending profile across 4 transactions totaling 2223.57 EUR. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during morning weekend periods. Common patterns include weekend spend, high-value, travel-related."
U000765,9,6761.17,CAD,APAC,credit card,grocery retail,afternoon,weekday,high-value,"everyday consumer spend, weekend spend, late-night activity","User U000765 shows a high-value spending profile across 9 transactions totaling 6761.17 CAD. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend, late-night activity."
U000766,6,6568.62,USD,NA,credit card,air travel,morning,weekday,high-value,"high-value, travel-related, cash-like financial services","User U000766 shows a high-value spending profile across 6 transactions totaling 6568.62 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during morning weekday periods. Common patterns include high-value, travel-related, cash-like financial services."
U000767,6,4803.17,INR,APAC,credit card,grocery retail,late-night,weekday,high-value,"late-night activity, high-value, everyday consumer spend","User U000767 shows a high-value spending profile across 6 transactions totaling 4803.17 INR. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, everyday consumer spend."
U000768,2,28.67,HKD,APAC,debit card,ride-hailing and local transport,late-night,weekday,micro-ticket,"late-night activity, digital recurring, weekend spend","User U000768 shows a micro-ticket spending profile across 2 transactions totaling 28.67 HKD. The user most often transacts in APAC with debit card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include late-night activity, digital recurring, weekend spend."
U000769,6,5748.37,GBP,NA,credit card,quick service dining,late-night,weekday,high-value,"everyday consumer spend, weekend spend, prepaid instrument","User U000769 shows a high-value spending profile across 6 transactions totaling 5748.37 GBP. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend, prepaid instrument."
U000770,9,6503.9,EUR,EMEA,credit card,general retail,afternoon,weekday,high-value,"high-value, late-night activity, travel-related","User U000770 shows a high-value spending profile across 9 transactions totaling 6503.9 EUR. The user most often transacts in EMEA with credit card payments, favors general retail, and is most active during afternoon weekday periods. Common patterns include high-value, late-night activity, travel-related."
U000771,7,5021.79,EUR,EMEA,credit card,lodging and hospitality,late-night,weekday,high-value,"travel-related, weekend spend, high-value","User U000771 shows a high-value spending profile across 7 transactions totaling 5021.79 EUR. The user most often transacts in EMEA with credit card payments, favors lodging and hospitality, and is most active during late-night weekday periods. Common patterns include travel-related, weekend spend, high-value."
U000772,5,5596.22,USD,NA,credit card,fashion retail,late-night,weekday,high-value,"high-value, late-night activity, weekend spend","User U000772 shows a high-value spending profile across 5 transactions totaling 5596.22 USD. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, weekend spend."
U000773,4,1289.56,JPY,APAC,credit card,grocery retail,late-night,weekend,mid-value,"late-night activity, weekend spend, prepaid instrument","User U000773 shows a mid-value spending profile across 4 transactions totaling 1289.56 JPY. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during late-night weekend periods. Common patterns include late-night activity, weekend spend, prepaid instrument."
U000774,3,384.14,USD,NA,debit card,ride-hailing and local transport,morning,weekday,mid-value,"everyday consumer spend, premium electronics, late-night activity","User U000774 shows a mid-value spending profile across 3 transactions totaling 384.14 USD. The user most often transacts in NA with debit card payments, favors ride-hailing and local transport, and is most active during morning weekday periods. Common patterns include everyday consumer spend, premium electronics, late-night activity."
U000775,7,3937.2,EUR,EMEA,credit card,general retail,afternoon,weekday,high-value,"everyday consumer spend, weekend spend, high-value","User U000775 shows a high-value spending profile across 7 transactions totaling 3937.2 EUR. The user most often transacts in EMEA with credit card payments, favors general retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000776,5,3444.9,USD,EMEA,debit card,fuel and convenience,morning,weekday,high-value,"everyday consumer spend, weekend spend, high-value","User U000776 shows a high-value spending profile across 5 transactions totaling 3444.9 USD. The user most often transacts in EMEA with debit card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000777,4,246.3,AUD,APAC,credit card,general retail,late-night,weekday,small-ticket,"everyday consumer spend, weekend spend","User U000777 shows a small-ticket spending profile across 4 transactions totaling 246.3 AUD. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend."
