tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250111004444,3845,U000144,09:42:38,2025-01-11,JPY,FinServe Online Tokyo 004,Tokyo,MJP00004,CREDIT,35.659181,139.66838,6012,JP,Japan,APAC,100004,ISSR_JP_174,ACQ_APAC_701,"Financial transaction at FinServe Online Tokyo (Tokyo) — ¥3,845 — 11 Jan 2025. Auth: 950NTL."
TXN20250318004445,9.04,U000021,12:30:32,2025-03-18,USD,QuickBite New York 164,New York,MUS00164,CREDIT,40.71886,-73.967577,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,Restaurant bill: QuickBite New York · New York · $9.04 · 18 Mar 2025.
TXN20250211004446,1043.68,U000617,12:49:39,2025-02-11,AUD,Luxura Retail Melbourne 060,Melbourne,MAU00060,CREDIT,-37.79337,144.95586,5651,AU,Australia,APAC,100060,ISSR_AU_276,ACQ_APAC_703,"Fashion & apparel purchase at Luxura Retail Melbourne, Melbourne — A$1,043.68 via tap-to-pay on 11 Feb 2025."
TXN20250119004447,105.29,U000373,07:47:04,2025-01-19,EUR,PharmaDirect Paris 182,Paris,MFR00182,PREPAID,48.833066,2.364997,5912,FR,France,EMEA,100182,ISSR_FR_229,ACQ_EMEA_501,"Pharmacy purchase at PharmaDirect Paris, Paris — €105.29 on 19 Jan 2025."
TXN20250211004448,15,U000350,07:50:10,2025-02-11,JPY,QuickBite Osaka 007,Osaka,MJP00007,DEBIT,34.692092,135.472825,5814,JP,Japan,APAC,100007,ISSR_JP_287,ACQ_APAC_702,"Food & drink purchase at QuickBite Osaka, Osaka — ¥15 — 11 Feb 2025. Ref: XQ6BWI."
TXN20250102004449,757.0,U000678,22:08:14,2025-01-02,INR,SkyJet Travel Bengaluru 017,Bengaluru,MIN00017,CREDIT,12.938462,77.583678,4511,IN,India,APAC,100017,ISSR_IN_302,ACQ_APAC_702,Airline ticket: SkyJet Travel Bengaluru · INR757 · 2 Jan 2025 · Booking ref BIOHK0.
TXN20250327004450,5197.97,U000846,21:21:08,2025-03-27,AED,EduPrime Dubai 020,Dubai,MAE00020,CREDIT,25.244517,55.298348,8220,AE,United Arab Emirates,MEA,100020,ISSR_AE_266,ACQ_MEA_601,"Tuition/course fee: EduPrime Dubai · Dubai · AED5,197.97 · 27 Mar 2025."
TXN20250104004451,17.47,U000115,12:16:01,2025-01-04,AED,QuickBite Dubai 126,Dubai,MAE00126,PREPAID,25.217569,55.281718,5814,AE,United Arab Emirates,MEA,100126,ISSR_AE_266,ACQ_MEA_602,"Food & drink purchase at QuickBite Dubai, Dubai — AED17.47 — 4 Jan 2025. Ref: S75511."
TXN20250130004452,1397.4,U000145,02:54:58,2025-01-30,AUD,CloudStay Melbourne 024,Melbourne,MAU00024,CREDIT,-37.843619,144.967711,7011,AU,Australia,APAC,100024,ISSR_AU_276,ACQ_APAC_702,"Hotel charge at CloudStay Melbourne, Melbourne — A$1,397.40 on 30 Jan 2025. Confirmation: YS78YP5."
TXN20250111004453,23.59,U000272,15:31:38,2025-01-11,EUR,RideNow Amsterdam 030,Amsterdam,MNL00030,DEBIT,52.404358,4.903659,4121,NL,Netherlands,EMEA,100030,ISSR_NL_255,ACQ_EMEA_501,Ride & transport: RideNow Amsterdam (Amsterdam) — €23.59 on 11 Jan 2025.
TXN20250331004454,85.36,U000796,09:31:11,2025-03-31,USD,RideNow Chicago 059,Chicago,MUS00059,CREDIT,41.916937,-87.651795,4121,US,United States,NA,100059,ISSR_US_101,ACQ_NA_401,Local transport: RideNow Chicago · Chicago · $85.36 · 31 Mar 2025. Ref: 4O969U.
TXN20250130004455,1082.05,U000839,21:30:08,2025-01-30,GBP,CloudStay Manchester 183,Manchester,MGB00183,CREDIT,53.4847,-2.271751,7011,GB,United Kingdom,EMEA,100183,ISSR_GB_224,ACQ_EMEA_503,"£1,082.05 charged by CloudStay Manchester hotel, Manchester, for stay on 30 Jan 2025."
TXN20250113004456,460.42,U000724,12:53:24,2025-01-13,EUR,ElectroHub Berlin 048,Berlin,MDE00048,CREDIT,52.481874,13.419877,5732,DE,Germany,EMEA,100048,ISSR_DE_132,ACQ_EMEA_502,"Electronics purchase at ElectroHub Berlin, Berlin — €460.42 via contactless on 13 Jan 2025."
TXN20250131004457,16.05,U000500,01:18:27,2025-01-31,AED,QuickBite Dubai 126,Dubai,MAE00126,DEBIT,25.229425,55.304042,5814,AE,United Arab Emirates,MEA,100126,ISSR_AE_266,ACQ_MEA_602,"Food & drink purchase at QuickBite Dubai, Dubai — AED16.05 — 31 Jan 2025. Ref: FOOVCF."
TXN20250223004458,14.17,U000332,00:44:54,2025-02-23,EUR,StreamSphere Berlin 197,Berlin,MDE00197,CREDIT,52.531308,13.421633,4899,DE,Germany,EMEA,100197,ISSR_DE_132,ACQ_EMEA_501,€14.17 deducted for StreamSphere Berlin digital subscription on 23 Feb 2025.
TXN20250320004459,873.9,U000022,19:43:49,2025-03-20,EUR,EduPrime Amsterdam 013,Amsterdam,MNL00013,CREDIT,52.328506,4.943198,8220,NL,Netherlands,EMEA,100013,ISSR_NL_149,ACQ_EMEA_502,"Education payment to EduPrime Amsterdam, Amsterdam — €873.90 on 20 Mar 2025. Invoice: UTSU3W90."
TXN20250227004460,43.98,U000508,22:03:22,2025-02-27,GBP,RideNow Manchester 160,Manchester,MGB00160,DEBIT,53.464864,-2.217157,4121,GB,United Kingdom,EMEA,100160,ISSR_GB_118,ACQ_EMEA_503,"Taxi/ride-hailing charge from RideNow Manchester, Manchester — £43.98 — 27 Feb 2025."
TXN20250107004461,4547.37,U000822,21:28:29,2025-01-07,EUR,FinServe Online Amsterdam 218,Amsterdam,MNL00218,CREDIT,52.403213,4.918035,6012,NL,Netherlands,EMEA,100218,ISSR_NL_149,ACQ_EMEA_502,"Fund transfer / payment: FinServe Online Amsterdam · Amsterdam · €4,547.37 · 7 Jan 2025."
TXN20250206004462,1312.0,U000637,19:44:32,2025-02-06,INR,SkyJet Travel Mumbai 037,Mumbai,MIN00037,CREDIT,19.041195,72.888589,4511,IN,India,APAC,100037,ISSR_IN_302,ACQ_APAC_701,"Flight booking at SkyJet Travel Mumbai (Mumbai) — INR1,312 charged on 6 Feb 2025. PNR: RO71DO."
TXN20250130004463,833.91,U000628,06:33:57,2025-01-30,USD,ElectroHub San Francisco 129,San Francisco,MUS00129,CREDIT,37.773205,-122.406253,5732,US,United States,NA,100129,ISSR_US_319,ACQ_NA_401,"$833.91 Credit payment at ElectroHub San Francisco electronics store, San Francisco."
TXN20250209004464,479.08,U000054,04:52:29,2025-02-09,CAD,SkyJet Travel Vancouver 102,Vancouver,MCA00102,CREDIT,49.276709,-123.101604,4511,CA,Canada,NA,100102,ISSR_CA_214,ACQ_NA_403,"CA$479.08 deducted for air travel via SkyJet Travel Vancouver, Vancouver, on 9 Feb 2025."
TXN20250215004465,369,U000229,03:25:43,2025-02-15,JPY,MediCare Plus Tokyo 026,Tokyo,MJP00026,DEBIT,35.656764,139.666239,8099,JP,Japan,APAC,100026,ISSR_JP_287,ACQ_APAC_703,¥369 charged for health & medical services at MediCare Plus Tokyo (Tokyo) on 15 Feb 2025.
TXN20250218004466,105.45,U000512,08:56:19,2025-02-18,EUR,MetroFuel Berlin 074,Berlin,MDE00074,CREDIT,52.493888,13.380267,5541,DE,Germany,EMEA,100074,ISSR_DE_238,ACQ_EMEA_502,Petrol station charge: MetroFuel Berlin · Berlin · €105.45 · 18 Feb 2025.
TXN20250223004467,48.8,U000152,08:49:51,2025-02-23,EUR,FreshMart Amsterdam 109,Amsterdam,MNL00109,DEBIT,52.398734,4.890295,5411,NL,Netherlands,EMEA,100109,ISSR_NL_149,ACQ_EMEA_501,€48.80 charged to your Debit card at FreshMart Amsterdam (Amsterdam) on 23 Feb 2025. Ref: HHE1GQ59.
TXN20250228004468,68.53,U000718,04:53:54,2025-02-28,HKD,MetroFuel Hong Kong 195,Hong Kong,MHK00195,DEBIT,22.354945,114.205987,5541,HK,Hong Kong,APAC,100195,ISSR_HK_181,ACQ_APAC_701,"Fuel & convenience purchase at MetroFuel Hong Kong, Hong Kong — HKD68.53 on 28 Feb 2025. Ref: 0LYIMO."
TXN20250310004469,388.72,U000844,12:47:05,2025-03-10,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.908044,-87.590331,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,"Clinic/hospital charge from MediCare Plus Chicago, Chicago — $388.72 — 10 Mar 2025."
TXN20250201004470,434.39,U000638,09:46:56,2025-02-01,USD,MediCare Plus San Francisco 166,San Francisco,MUS00166,CREDIT,37.785335,-122.446172,8099,US,United States,NA,100166,ISSR_US_319,ACQ_NA_403,"Medical services at MediCare Plus San Francisco, San Francisco — $434.39 on 1 Feb 2025."
TXN20250119004471,28.4,U000008,15:53:38,2025-01-19,HKD,MetroFuel Hong Kong 195,Hong Kong,MHK00195,CREDIT,22.298254,114.192318,5541,HK,Hong Kong,APAC,100195,ISSR_HK_181,ACQ_APAC_701,Petrol station charge: MetroFuel Hong Kong · Hong Kong · HKD28.40 · 19 Jan 2025.
TXN20250124004472,21,U000142,04:30:00,2025-01-24,JPY,QuickBite Tokyo 121,Tokyo,MJP00121,DEBIT,35.646423,139.616851,5814,JP,Japan,APAC,100121,ISSR_JP_174,ACQ_APAC_703,"Food & drink purchase at QuickBite Tokyo, Tokyo — ¥21 — 24 Jan 2025. Ref: 1Q2B7W."
TXN20250211004473,177.54,U000395,04:02:37,2025-02-11,CAD,MarketSquare Vancouver 080,Vancouver,MCA00080,CREDIT,49.321597,-123.14268,5311,CA,Canada,NA,100080,ISSR_CA_214,ACQ_NA_401,General retail: MarketSquare Vancouver · Vancouver · CA$177.54 · 11 Feb 2025. Ref: OOZWRS.
TXN20250113004474,144.59,U000107,16:48:12,2025-01-13,USD,FreshMart Chicago 117,Chicago,MUS00117,CREDIT,41.865676,-87.665136,5411,US,United States,NA,100117,ISSR_US_319,ACQ_NA_401,$144.59 charged to your Credit card at FreshMart Chicago (Chicago) on 13 Jan 2025. Ref: O4UKAHYV.
TXN20250213004475,21,U000050,14:02:32,2025-02-13,JPY,QuickBite Osaka 125,Osaka,MJP00125,CREDIT,34.657126,135.465692,5814,JP,Japan,APAC,100125,ISSR_JP_287,ACQ_APAC_703,Restaurant bill: QuickBite Osaka · Osaka · ¥21 · 13 Feb 2025.
TXN20250203004476,182.07,U000126,21:54:25,2025-02-03,GBP,UrbanTable London 174,London,MGB00174,PREPAID,51.527498,-0.094571,5812,GB,United Kingdom,EMEA,100174,ISSR_GB_118,ACQ_EMEA_503,"Food & drink purchase at UrbanTable London, London — £182.07 — 3 Feb 2025. Ref: 0XFJM4."
TXN20250128004477,2079.33,U000776,10:53:24,2025-01-28,GBP,FinServe Online Manchester 141,Manchester,MGB00141,DEBIT,53.471761,-2.245147,6012,GB,United Kingdom,EMEA,100141,ISSR_GB_224,ACQ_EMEA_501,"Financial transaction at FinServe Online Manchester (Manchester) — £2,079.33 — 28 Jan 2025. Auth: 8LQDWB."
TXN20250120004478,26.0,U000433,03:12:55,2025-01-20,INR,QuickBite Bengaluru 210,Bengaluru,MIN00210,CREDIT,12.989126,77.614013,5814,IN,India,APAC,100210,ISSR_IN_188,ACQ_APAC_701,INR26 food & beverage charge at QuickBite Bengaluru (Bengaluru) on 20 Jan 2025.
TXN20250321004479,357.73,U000493,01:22:59,2025-03-21,CAD,MarketSquare Vancouver 080,Vancouver,MCA00080,CREDIT,49.267914,-123.130655,5311,CA,Canada,NA,100080,ISSR_CA_214,ACQ_NA_401,General retail: MarketSquare Vancouver · Vancouver · CA$357.73 · 21 Mar 2025. Ref: VSF08I.
TXN20250314004480,14.18,U000745,15:29:29,2025-03-14,USD,StreamSphere Chicago 153,Chicago,MUS00153,PREPAID,41.879459,-87.622523,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,$14.18 deducted for StreamSphere Chicago digital subscription on 14 Mar 2025.
TXN20250126004481,1043.51,U000406,13:00:42,2025-01-26,HKD,Luxura Retail Hong Kong 010,Hong Kong,MHK00010,CREDIT,22.300926,114.172561,5651,HK,Hong Kong,APAC,100010,ISSR_HK_294,ACQ_APAC_703,"HKD1,043.51 charged to your Credit card at Luxura Retail Hong Kong (Hong Kong)."
TXN20250223004482,40,U000115,12:13:14,2025-02-23,JPY,FreshMart Tokyo 028,Tokyo,MJP00028,DEBIT,35.713137,139.616226,5411,JP,Japan,APAC,100028,ISSR_JP_287,ACQ_APAC_702,Supermarket spend: FreshMart Tokyo · Tokyo · ¥40 · 23 Feb 2025 · Chip & pin.
TXN20250309004483,22.0,U000357,16:51:31,2025-03-09,INR,QuickBite Bengaluru 022,Bengaluru,MIN00022,CREDIT,13.003236,77.61421,5814,IN,India,APAC,100022,ISSR_IN_188,ACQ_APAC_702,INR22 food & beverage charge at QuickBite Bengaluru (Bengaluru) on 9 Mar 2025.
TXN20250318004484,1455.21,U000453,07:34:20,2025-03-18,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.841413,2.347347,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"Electronics purchase at ElectroHub Paris, Paris — €1,455.21 via chip & PIN on 18 Mar 2025."
TXN20250304004485,586.45,U000023,16:37:55,2025-03-04,GBP,ElectroHub Manchester 054,Manchester,MGB00054,DEBIT,53.479353,-2.241868,5732,GB,United Kingdom,EMEA,100054,ISSR_GB_224,ACQ_EMEA_502,"Electronics purchase at ElectroHub Manchester, Manchester — £586.45 via chip & PIN on 4 Mar 2025."
TXN20250221004486,46.77,U000656,06:53:56,2025-02-21,EUR,PharmaDirect Paris 177,Paris,MFR00177,CREDIT,48.871535,2.356871,5912,FR,France,EMEA,100177,ISSR_FR_229,ACQ_EMEA_502,"€46.77 Credit payment at PharmaDirect Paris pharmacy, Paris."
TXN20250109004487,476.67,U000450,05:56:31,2025-01-09,USD,ElectroHub Chicago 171,Chicago,MUS00171,DEBIT,41.854192,-87.605065,5732,US,United States,NA,100171,ISSR_US_101,ACQ_NA_403,"$476.67 Debit payment at ElectroHub Chicago electronics store, Chicago."
TXN20250107004488,95.12,U000189,07:21:23,2025-01-07,EUR,Luxura Retail Paris 201,Paris,MFR00201,CREDIT,48.853282,2.3237,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,"In-store fashion purchase at Luxura Retail Paris, Paris — €95.12 on 7 Jan 2025."
TXN20250326004489,1438.0,U000753,12:17:22,2025-03-26,AED,CloudStay Dubai 090,Dubai,MAE00090,CREDIT,25.242463,55.281609,7011,AE,United Arab Emirates,MEA,100090,ISSR_AE_152,ACQ_MEA_601,"Hotel charge at CloudStay Dubai, Dubai — AED1,438 on 26 Mar 2025. Confirmation: BNULIBT."
TXN20250129004490,86.99,U000578,14:13:11,2025-01-29,USD,ElectroHub New York 086,New York,MUS00086,PREPAID,40.739193,-73.968185,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,"Electronics purchase at ElectroHub New York, New York — $86.99 via online on 29 Jan 2025."
TXN20250202004491,76.57,U000796,12:43:46,2025-02-02,EUR,MetroFuel Berlin 155,Berlin,MDE00155,CREDIT,52.525351,13.388199,5541,DE,Germany,EMEA,100155,ISSR_DE_238,ACQ_EMEA_502,"Forecourt transaction at MetroFuel Berlin, Berlin — €76.57 — 2 Feb 2025."
TXN20250302004492,37.84,U000481,05:20:58,2025-03-02,GBP,QuickBite London 188,London,MGB00188,CREDIT,51.485355,-0.162396,5814,GB,United Kingdom,EMEA,100188,ISSR_GB_118,ACQ_EMEA_501,Restaurant bill: QuickBite London · London · £37.84 · 2 Mar 2025.
TXN20250112004493,81.0,U000495,05:34:27,2025-01-12,INR,FreshMart Bengaluru 021,Bengaluru,MIN00021,DEBIT,12.935299,77.598195,5411,IN,India,APAC,100021,ISSR_IN_188,ACQ_APAC_703,In-store grocery payment to FreshMart Bengaluru in Bengaluru for INR81 on 12 Jan 2025.
TXN20250308004494,1098.11,U000106,10:18:53,2025-03-08,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.884526,2.344281,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"Consumer electronics: ElectroHub Paris · Paris · €1,098.11 · 8 Mar 2025. Ref: 44VRBJ3H."
TXN20250104004495,1588.25,U000682,06:18:36,2025-01-04,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.541182,-0.105426,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,"High-value electronics charge at ElectroHub London (London) — £1,588.25 — 4 Jan 2025."
TXN20250310004496,124.41,U000769,15:56:50,2025-03-10,AED,MarketSquare Dubai 076,Dubai,MAE00076,CREDIT,25.243281,55.259082,5311,AE,United Arab Emirates,MEA,100076,ISSR_AE_266,ACQ_MEA_602,General retail: MarketSquare Dubai · Dubai · AED124.41 · 10 Mar 2025. Ref: ZBM8PE.
TXN20250108004497,21.41,U000614,17:09:07,2025-01-08,EUR,StreamSphere Berlin 052,Berlin,MDE00052,CREDIT,52.500895,13.407665,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,€21.41 deducted for StreamSphere Berlin digital subscription on 8 Jan 2025.
TXN20250315004498,97.35,U000401,17:09:58,2025-03-15,GBP,FreshMart Manchester 163,Manchester,MGB00163,DEBIT,53.477491,-2.232589,5411,GB,United Kingdom,EMEA,100163,ISSR_GB_224,ACQ_EMEA_502,"Grocery purchase at FreshMart Manchester, Manchester — £97.35 via chip & PIN on 15 Mar 2025."
TXN20250203004499,13.25,U000332,00:55:30,2025-02-03,GBP,FreshMart Manchester 163,Manchester,MGB00163,DEBIT,53.484622,-2.254746,5411,GB,United Kingdom,EMEA,100163,ISSR_GB_224,ACQ_EMEA_502,"Grocery purchase at FreshMart Manchester, Manchester — £13.25 via ATM withdrawal on 3 Feb 2025."
TXN20250227004500,68.0,U000289,05:09:36,2025-02-27,INR,MetroFuel Bengaluru 131,Bengaluru,MIN00131,CREDIT,12.973753,77.596456,5541,IN,India,APAC,100131,ISSR_IN_188,ACQ_APAC_702,"Forecourt transaction at MetroFuel Bengaluru, Bengaluru — INR68 — 27 Feb 2025."
TXN20250227004501,31.93,U000097,05:58:39,2025-02-27,CAD,QuickBite Vancouver 156,Vancouver,MCA00156,PREPAID,49.265391,-123.142473,5814,CA,Canada,NA,100156,ISSR_CA_214,ACQ_NA_403,"Dining at QuickBite Vancouver, Vancouver — CA$31.93 via tap-to-pay on 27 Feb 2025."
TXN20250217004502,268.57,U000311,21:23:09,2025-02-17,GBP,FinServe Online Manchester 141,Manchester,MGB00141,CREDIT,53.446869,-2.27103,6012,GB,United Kingdom,EMEA,100141,ISSR_GB_224,ACQ_EMEA_501,Financial services payment to FinServe Online Manchester (Manchester) — £268.57 on 17 Feb 2025. Ref: TJHULURSFH.
TXN20250124004503,84.39,U000172,05:59:14,2025-01-24,CAD,PharmaDirect Vancouver 068,Vancouver,MCA00068,PREPAID,49.276494,-123.096687,5912,CA,Canada,NA,100068,ISSR_CA_110,ACQ_NA_401,"CA$84.39 Prepaid payment at PharmaDirect Vancouver pharmacy, Vancouver."
TXN20250221004504,919.18,U000509,21:08:46,2025-02-21,EUR,EduPrime Madrid 107,Madrid,MES00107,CREDIT,40.403011,-3.739839,8220,ES,Spain,EMEA,100107,ISSR_ES_145,ACQ_EMEA_501,"Education payment to EduPrime Madrid, Madrid — €919.18 on 21 Feb 2025. Invoice: K7TJ2GWD."
TXN20250214004505,159.19,U000124,17:26:46,2025-02-14,CAD,FreshMart Toronto 096,Toronto,MCA00096,DEBIT,43.682077,-79.388053,5411,CA,Canada,NA,100096,ISSR_CA_214,ACQ_NA_402,Supermarket spend: FreshMart Toronto · Toronto · CA$159.19 · 14 Feb 2025 · Chip & pin.
TXN20250123004506,750.26,U000123,23:13:05,2025-01-23,USD,CloudStay San Francisco 031,San Francisco,MUS00031,CREDIT,37.747908,-122.417077,7011,US,United States,NA,100031,ISSR_US_101,ACQ_NA_402,Accommodation: CloudStay San Francisco · San Francisco · $750.26 · 23 Jan 2025.
TXN20250215004507,103.0,U000711,13:19:20,2025-02-15,INR,PharmaDirect Mumbai 113,Mumbai,MIN00113,CREDIT,19.114536,72.863155,5912,IN,India,APAC,100113,ISSR_IN_188,ACQ_APAC_702,Over-the-counter purchase at PharmaDirect Mumbai (Mumbai) — INR103 — 15 Feb 2025.
TXN20250207004508,5980.92,U000068,21:17:51,2025-02-07,CAD,EduPrime Toronto 101,Toronto,MCA00101,CREDIT,43.679996,-79.385958,8220,CA,Canada,NA,100101,ISSR_CA_110,ACQ_NA_402,"CA$5,980.92 charged by EduPrime Toronto (Toronto) for educational services on 7 Feb 2025."
TXN20250309004509,31,U000318,22:32:39,2025-03-09,JPY,RideNow Tokyo 002,Tokyo,MJP00002,PREPAID,35.663117,139.62088,4121,JP,Japan,APAC,100002,ISSR_JP_174,ACQ_APAC_703,"Taxi/ride-hailing charge from RideNow Tokyo, Tokyo — ¥31 — 9 Mar 2025."
TXN20250316004510,6.45,U000413,07:32:31,2025-03-16,AUD,QuickBite Melbourne 005,Melbourne,MAU00005,CREDIT,-37.827879,144.982947,5814,AU,Australia,APAC,100005,ISSR_AU_276,ACQ_APAC_701,Restaurant bill: QuickBite Melbourne · Melbourne · A$6.45 · 16 Mar 2025.
TXN20250321004511,57.57,U000275,17:17:45,2025-03-21,EUR,FreshMart Amsterdam 109,Amsterdam,MNL00109,DEBIT,52.329671,4.914008,5411,NL,Netherlands,EMEA,100109,ISSR_NL_149,ACQ_EMEA_501,In-store grocery payment to FreshMart Amsterdam in Amsterdam for €57.57 on 21 Mar 2025.
TXN20250330004512,258.66,U000370,14:43:47,2025-03-30,USD,MarketSquare San Francisco 116,San Francisco,MUS00116,CREDIT,37.758979,-122.406584,5311,US,United States,NA,100116,ISSR_US_205,ACQ_NA_402,"$258.66 Credit payment at MarketSquare San Francisco, San Francisco."
TXN20250318004513,2890.99,U000740,14:08:16,2025-03-18,AED,FinServe Online Dubai 205,Dubai,MAE00205,PREPAID,25.199697,55.252635,6012,AE,United Arab Emirates,MEA,100205,ISSR_AE_152,ACQ_MEA_602,"Financial transaction at FinServe Online Dubai (Dubai) — AED2,890.99 — 18 Mar 2025. Auth: UTEI5C."
TXN20250211004514,15.74,U000180,23:00:06,2025-02-11,USD,QuickBite New York 164,New York,MUS00164,CREDIT,40.694582,-74.038608,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,Restaurant bill: QuickBite New York · New York · $15.74 · 11 Feb 2025.
TXN20250328004515,65.1,U000512,05:05:17,2025-03-28,EUR,MetroFuel Madrid 067,Madrid,MES00067,DEBIT,40.401722,-3.703875,5541,ES,Spain,EMEA,100067,ISSR_ES_241,ACQ_EMEA_503,€65.10 Debit payment at MetroFuel Madrid (Madrid) fuel station.
TXN20250301004516,37.71,U000289,20:14:02,2025-03-01,CAD,FreshMart Toronto 096,Toronto,MCA00096,CREDIT,43.62669,-79.348301,5411,CA,Canada,NA,100096,ISSR_CA_214,ACQ_NA_402,In-store grocery payment to FreshMart Toronto in Toronto for CA$37.71 on 1 Mar 2025.
TXN20250206004517,1290.43,U000009,08:12:27,2025-02-06,USD,ElectroHub San Francisco 129,San Francisco,MUS00129,DEBIT,37.76551,-122.395113,5732,US,United States,NA,100129,ISSR_US_319,ACQ_NA_401,"$1,290.43 Debit payment at ElectroHub San Francisco electronics store, San Francisco."
TXN20250308004518,213.28,U000474,02:16:06,2025-03-08,AED,Luxura Retail Dubai 035,Dubai,MAE00035,DEBIT,25.207845,55.262779,5651,AE,United Arab Emirates,MEA,100035,ISSR_AE_152,ACQ_MEA_602,AED213.28 charged to your Debit card at Luxura Retail Dubai (Dubai).
TXN20250312004519,15.0,U000656,04:38:10,2025-03-12,INR,RideNow Mumbai 187,Mumbai,MIN00187,PREPAID,19.114365,72.838692,4121,IN,India,APAC,100187,ISSR_IN_302,ACQ_APAC_701,"INR15 transport payment via RideNow Mumbai, Mumbai, on 12 Mar 2025."
TXN20250110004520,40.24,U000650,02:49:49,2025-01-10,CAD,QuickBite Toronto 093,Toronto,MCA00093,DEBIT,43.646456,-79.372458,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,"Food & drink purchase at QuickBite Toronto, Toronto — CA$40.24 — 10 Jan 2025. Ref: Y8SF4F."
TXN20250106004521,5087.51,U000484,00:40:20,2025-01-06,CAD,EduPrime Vancouver 194,Vancouver,MCA00194,CREDIT,49.251744,-123.081016,8220,CA,Canada,NA,100194,ISSR_CA_214,ACQ_NA_401,"Education payment to EduPrime Vancouver, Vancouver — CA$5,087.51 on 6 Jan 2025. Invoice: X8UBES81."
TXN20250125004522,138,U000428,07:06:54,2025-01-25,JPY,FreshMart Osaka 137,Osaka,MJP00137,DEBIT,34.672462,135.511483,5411,JP,Japan,APAC,100137,ISSR_JP_287,ACQ_APAC_701,In-store grocery payment to FreshMart Osaka in Osaka for ¥138 on 25 Jan 2025.
TXN20250110004523,3730.12,U000415,15:34:16,2025-01-10,CAD,FinServe Online Vancouver 016,Vancouver,MCA00016,CREDIT,49.288512,-123.106331,6012,CA,Canada,NA,100016,ISSR_CA_110,ACQ_NA_402,"Fund transfer / payment: FinServe Online Vancouver · Vancouver · CA$3,730.12 · 10 Jan 2025."
TXN20250316004524,13.55,U000764,13:29:13,2025-03-16,EUR,QuickBite Berlin 111,Berlin,MDE00111,CREDIT,52.528831,13.401715,5814,DE,Germany,EMEA,100111,ISSR_DE_132,ACQ_EMEA_502,"Food & drink purchase at QuickBite Berlin, Berlin — €13.55 — 16 Mar 2025. Ref: 4IPZGR."
TXN20250329004525,40,U000089,13:28:24,2025-03-29,JPY,QuickBite Tokyo 144,Tokyo,MJP00144,CREDIT,35.701528,139.612043,5814,JP,Japan,APAC,100144,ISSR_JP_174,ACQ_APAC_701,Restaurant bill: QuickBite Tokyo · Tokyo · ¥40 · 29 Mar 2025.
TXN20250321004526,144.12,U000397,00:25:25,2025-03-21,USD,MarketSquare San Francisco 116,San Francisco,MUS00116,CREDIT,37.79454,-122.416263,5311,US,United States,NA,100116,ISSR_US_205,ACQ_NA_402,In-store purchase at MarketSquare San Francisco (San Francisco) — $144.12 — 21 Mar 2025.
TXN20250314004527,15.34,U000115,15:21:05,2025-03-14,USD,StreamSphere Chicago 213,Chicago,MUS00213,PREPAID,41.907049,-87.601611,4899,US,United States,NA,100213,ISSR_US_101,ACQ_NA_401,Digital subscription charge from StreamSphere Chicago (Chicago) — $15.34 on 14 Mar 2025.
TXN20250113004528,4125,U000804,17:54:17,2025-01-13,JPY,EduPrime Osaka 158,Osaka,MJP00158,CREDIT,34.706394,135.476456,8220,JP,Japan,APAC,100158,ISSR_JP_287,ACQ_APAC_701,"Tuition/course fee: EduPrime Osaka · Osaka · ¥4,125 · 13 Jan 2025."
TXN20250131004529,1931.66,U000361,18:17:08,2025-01-31,USD,SkyJet Travel New York 034,New York,MUS00034,CREDIT,40.745927,-74.03616,4511,US,United States,NA,100034,ISSR_US_205,ACQ_NA_402,"Travel purchase — SkyJet Travel New York (New York): $1,931.66 on 31 Jan 2025 using Visa Credit. Ref: QNX0OF."
TXN20250127004530,119.67,U000542,11:00:33,2025-01-27,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.877951,-87.640658,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,Healthcare payment: MediCare Plus Chicago · Chicago · $119.67 · 27 Jan 2025. Ref: UQ0R0G6.
