tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250305004664,44,JPY,DEBIT,100002,ISSR_JP_174,ACQ_APAC_703,2025-03-05,01:44:45,"This transaction was a small-ticket debit card payment of 44 JPY at RideNow Tokyo 002, a ride-hailing and local transport merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-05 during late-night weekday hours and can be described as late-night activity."
TXN20250317004665,829,JPY,CREDIT,100088,ISSR_JP_174,ACQ_APAC_703,2025-03-17,08:02:16,"This transaction was a high-value credit card payment of 829 JPY at CloudStay Tokyo 088, a lodging and hospitality merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-17 during morning weekday hours and can be described as high-value, travel-related."
TXN20250204004666,30.71,USD,CREDIT,100164,ISSR_US_319,ACQ_NA_401,2025-02-04,10:49:53,"This transaction was a small-ticket credit card payment of 30.71 USD at QuickBite New York 164, a quick service dining merchant in New York, US, within the NA region. It took place on 2025-02-04 during morning weekday hours and can be described as everyday consumer spend."
TXN20250117004667,65.26,CAD,CREDIT,100044,ISSR_CA_110,ACQ_NA_403,2025-01-17,19:49:22,"This transaction was a small-ticket credit card payment of 65.26 CAD at MetroFuel Toronto 044, a fuel and convenience merchant in Toronto, CA, within the NA region. It took place on 2025-01-17 during evening weekday hours and can be described as everyday consumer spend."
TXN20250129004668,72.72,USD,CREDIT,100117,ISSR_US_319,ACQ_NA_401,2025-01-29,15:35:33,"This transaction was a small-ticket credit card payment of 72.72 USD at FreshMart Chicago 117, a grocery retail merchant in Chicago, US, within the NA region. It took place on 2025-01-29 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250108004669,515.25,EUR,CREDIT,100107,ISSR_ES_145,ACQ_EMEA_501,2025-01-08,22:03:50,"This transaction was a high-value credit card payment of 515.25 EUR at EduPrime Madrid 107, a education services merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-08 during late-night weekday hours and can be described as high-value."
TXN20250318004670,131.64,EUR,CREDIT,100078,ISSR_NL_255,ACQ_EMEA_502,2025-03-18,14:38:52,"This transaction was a mid-value credit card payment of 131.64 EUR at MetroFuel Amsterdam 078, a fuel and convenience merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-18 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250311004671,29.82,GBP,PREPAID,100043,ISSR_GB_118,ACQ_EMEA_503,2025-03-11,08:20:42,"This transaction was a small-ticket prepaid card payment of 29.82 GBP at PharmaDirect London 043, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-03-11 during morning weekday hours and can be described as prepaid instrument."
TXN20250129004672,15.28,EUR,PREPAID,100217,ISSR_ES_145,ACQ_EMEA_502,2025-01-29,00:03:43,"This transaction was a micro prepaid card payment of 15.28 EUR at QuickBite Madrid 217, a quick service dining merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-29 during late-night weekday hours and can be described as prepaid instrument, late-night activity."
TXN20250306004673,1910.91,EUR,DEBIT,100167,ISSR_NL_255,ACQ_EMEA_502,2025-03-06,22:20:38,"This transaction was a high-value debit card payment of 1910.91 EUR at FinServe Online Amsterdam 167, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-06 during late-night weekday hours and can be described as high-value, cash-like financial services."
TXN20250316004674,1725.29,EUR,CREDIT,100100,ISSR_ES_145,ACQ_EMEA_502,2025-03-16,16:21:32,"This transaction was a high-value credit card payment of 1725.29 EUR at ElectroHub Madrid 100, a consumer electronics merchant in Madrid, ES, within the EMEA region. It took place on 2025-03-16 during afternoon weekend hours and can be described as high-value, premium electronics, weekend spend."
TXN20250112004675,247.97,AED,PREPAID,100076,ISSR_AE_266,ACQ_MEA_602,2025-01-12,04:07:18,"This transaction was a mid-value prepaid card payment of 247.97 AED at MarketSquare Dubai 076, a general retail merchant in Dubai, AE, within the MEA region. It took place on 2025-01-12 during late-night weekend hours and can be described as prepaid instrument, late-night activity, weekend spend."
TXN20250224004676,898.81,CAD,CREDIT,100063,ISSR_CA_214,ACQ_NA_401,2025-02-24,11:02:04,"This transaction was a high-value credit card payment of 898.81 CAD at CloudStay Toronto 063, a lodging and hospitality merchant in Toronto, CA, within the NA region. It took place on 2025-02-24 during morning weekday hours and can be described as high-value, travel-related."
TXN20250206004677,115.74,CAD,CREDIT,100143,ISSR_CA_214,ACQ_NA_403,2025-02-06,15:20:26,"This transaction was a mid-value credit card payment of 115.74 CAD at PharmaDirect Vancouver 143, a pharmacy and wellness merchant in Vancouver, CA, within the NA region. It took place on 2025-02-06 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250319004678,10.11,EUR,PREPAID,100197,ISSR_DE_132,ACQ_EMEA_501,2025-03-19,10:47:21,"This transaction was a micro prepaid card payment of 10.11 EUR at StreamSphere Berlin 197, a digital subscription services merchant in Berlin, DE, within the EMEA region. It took place on 2025-03-19 during morning weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250208004679,9.8,USD,DEBIT,100213,ISSR_US_101,ACQ_NA_401,2025-02-08,18:34:29,"This transaction was a micro debit card payment of 9.8 USD at StreamSphere Chicago 213, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-02-08 during evening weekend hours and can be described as digital recurring, weekend spend."
TXN20250120004680,92.04,USD,DEBIT,100023,ISSR_US_205,ACQ_NA_403,2025-01-20,09:44:48,"This transaction was a small-ticket debit card payment of 92.04 USD at MediCare Plus Chicago 023, a healthcare services merchant in Chicago, US, within the NA region. It took place on 2025-01-20 during morning weekday hours and can be described as everyday consumer spend."
TXN20250127004681,46.89,SGD,DEBIT,100173,ISSR_SG_271,ACQ_APAC_703,2025-01-27,16:42:12,"This transaction was a small-ticket debit card payment of 46.89 SGD at FreshMart Singapore 173, a grocery retail merchant in Singapore, SG, within the APAC region. It took place on 2025-01-27 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250308004682,91.11,CAD,DEBIT,100068,ISSR_CA_110,ACQ_NA_401,2025-03-08,13:31:08,"This transaction was a small-ticket debit card payment of 91.11 CAD at PharmaDirect Vancouver 068, a pharmacy and wellness merchant in Vancouver, CA, within the NA region. It took place on 2025-03-08 during afternoon weekend hours and can be described as weekend spend."
TXN20250220004683,23,JPY,PREPAID,100045,ISSR_JP_287,ACQ_APAC_703,2025-02-20,00:30:37,"This transaction was a small-ticket prepaid card payment of 23 JPY at RideNow Osaka 045, a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. It took place on 2025-02-20 during late-night weekday hours and can be described as prepaid instrument, late-night activity."
TXN20250116004684,27.7,AED,PREPAID,100126,ISSR_AE_266,ACQ_MEA_602,2025-01-16,02:47:03,"This transaction was a small-ticket prepaid card payment of 27.7 AED at QuickBite Dubai 126, a quick service dining merchant in Dubai, AE, within the MEA region. It took place on 2025-01-16 during late-night weekday hours and can be described as prepaid instrument, late-night activity."
TXN20250107004685,72.73,USD,CREDIT,100055,ISSR_US_205,ACQ_NA_403,2025-01-07,12:40:42,"This transaction was a small-ticket credit card payment of 72.73 USD at FreshMart San Francisco 055, a grocery retail merchant in San Francisco, US, within the NA region. It took place on 2025-01-07 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250125004686,1933.63,USD,CREDIT,100034,ISSR_US_205,ACQ_NA_402,2025-01-25,00:18:11,"This transaction was a high-value credit card payment of 1933.63 USD at SkyJet Travel New York 034, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-25 during late-night weekend hours and can be described as high-value, travel-related, late-night activity, weekend spend."
TXN20250117004687,176,JPY,CREDIT,100214,ISSR_JP_287,ACQ_APAC_702,2025-01-17,08:38:06,"This transaction was a mid-value credit card payment of 176 JPY at MediCare Plus Osaka 214, a healthcare services merchant in Osaka, JP, within the APAC region. It took place on 2025-01-17 during morning weekday hours and can be described as everyday consumer spend."
TXN20250309004688,537.58,EUR,CREDIT,100048,ISSR_DE_132,ACQ_EMEA_502,2025-03-09,12:23:43,"This transaction was a high-value credit card payment of 537.58 EUR at ElectroHub Berlin 048, a consumer electronics merchant in Berlin, DE, within the EMEA region. It took place on 2025-03-09 during afternoon weekend hours and can be described as high-value, premium electronics, weekend spend."
TXN20250207004689,41.59,EUR,CREDIT,100177,ISSR_FR_229,ACQ_EMEA_502,2025-02-07,12:16:03,"This transaction was a small-ticket credit card payment of 41.59 EUR at PharmaDirect Paris 177, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-02-07 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250315004690,8,JPY,CREDIT,100215,ISSR_JP_287,ACQ_APAC_703,2025-03-15,16:08:18,"This transaction was a micro credit card payment of 8 JPY at StreamSphere Tokyo 215, a digital subscription services merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-15 during afternoon weekend hours and can be described as digital recurring, weekend spend."
TXN20250119004691,9.73,EUR,CREDIT,100072,ISSR_FR_126,ACQ_EMEA_502,2025-01-19,02:57:51,"This transaction was a micro credit card payment of 9.73 EUR at QuickBite Paris 072, a quick service dining merchant in Paris, FR, within the EMEA region. It took place on 2025-01-19 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250322004692,3888.77,GBP,CREDIT,100001,ISSR_GB_118,ACQ_EMEA_501,2025-03-22,16:19:10,"This transaction was a very high-value credit card payment of 3888.77 GBP at FinServe Online Manchester 001, a financial services merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-22 during afternoon weekend hours and can be described as very high-value, cash-like financial services, weekend spend."
TXN20250329004693,74.0,INR,CREDIT,100131,ISSR_IN_188,ACQ_APAC_702,2025-03-29,07:56:17,"This transaction was a small-ticket credit card payment of 74.0 INR at MetroFuel Bengaluru 131, a fuel and convenience merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-29 during morning weekend hours and can be described as weekend spend."
TXN20250115004694,895.55,SGD,CREDIT,100189,ISSR_SG_271,ACQ_APAC_701,2025-01-15,22:22:44,"This transaction was a high-value credit card payment of 895.55 SGD at CloudStay Singapore 189, a lodging and hospitality merchant in Singapore, SG, within the APAC region. It took place on 2025-01-15 during late-night weekday hours and can be described as high-value, travel-related."
TXN20250124004695,37.13,GBP,DEBIT,100064,ISSR_GB_224,ACQ_EMEA_501,2025-01-24,14:51:35,"This transaction was a small-ticket debit card payment of 37.13 GBP at QuickBite Manchester 064, a quick service dining merchant in Manchester, GB, within the EMEA region. It took place on 2025-01-24 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250228004696,11.6,EUR,PREPAID,100169,ISSR_NL_149,ACQ_EMEA_501,2025-02-28,20:55:24,"This transaction was a micro prepaid card payment of 11.6 EUR at StreamSphere Amsterdam 169, a digital subscription services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-28 during evening weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250318004697,127.8,GBP,DEBIT,100191,ISSR_GB_224,ACQ_EMEA_502,2025-03-18,21:47:02,"This transaction was a mid-value debit card payment of 127.8 GBP at FreshMart London 191, a grocery retail merchant in London, GB, within the EMEA region. It took place on 2025-03-18 during evening weekday hours and can be described as everyday consumer spend."
TXN20250323004698,52.86,EUR,DEBIT,100078,ISSR_NL_255,ACQ_EMEA_502,2025-03-23,17:27:35,"This transaction was a small-ticket debit card payment of 52.86 EUR at MetroFuel Amsterdam 078, a fuel and convenience merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-23 during evening weekend hours and can be described as weekend spend."
TXN20250318004699,450.59,SGD,CREDIT,100083,ISSR_SG_158,ACQ_APAC_702,2025-03-18,04:10:15,"This transaction was a mid-value credit card payment of 450.59 SGD at Luxura Retail Singapore 083, a fashion retail merchant in Singapore, SG, within the APAC region. It took place on 2025-03-18 during late-night weekday hours and can be described as late-night activity."
TXN20250205004700,29.7,CAD,CREDIT,100156,ISSR_CA_214,ACQ_NA_403,2025-02-05,07:17:04,"This transaction was a small-ticket credit card payment of 29.7 CAD at QuickBite Vancouver 156, a quick service dining merchant in Vancouver, CA, within the NA region. It took place on 2025-02-05 during morning weekday hours and can be described as everyday consumer spend."
TXN20250218004701,32.97,SGD,DEBIT,100140,ISSR_SG_271,ACQ_APAC_701,2025-02-18,18:37:38,"This transaction was a small-ticket debit card payment of 32.97 SGD at QuickBite Singapore 140, a quick service dining merchant in Singapore, SG, within the APAC region. It took place on 2025-02-18 during evening weekday hours and can be described as everyday consumer spend."
TXN20250213004702,926,JPY,CREDIT,100097,ISSR_JP_287,ACQ_APAC_703,2025-02-13,20:36:58,"This transaction was a high-value credit card payment of 926 JPY at SkyJet Travel Tokyo 097, a air travel merchant in Tokyo, JP, within the APAC region. It took place on 2025-02-13 during evening weekday hours and can be described as high-value, travel-related."
TXN20250322004703,14.37,SGD,CREDIT,100050,ISSR_SG_158,ACQ_APAC_702,2025-03-22,12:43:21,"This transaction was a micro credit card payment of 14.37 SGD at StreamSphere Singapore 050, a digital subscription services merchant in Singapore, SG, within the APAC region. It took place on 2025-03-22 during afternoon weekend hours and can be described as digital recurring, weekend spend."
TXN20250110004704,40.96,EUR,PREPAID,100030,ISSR_NL_255,ACQ_EMEA_501,2025-01-10,22:12:19,"This transaction was a small-ticket prepaid card payment of 40.96 EUR at RideNow Amsterdam 030, a ride-hailing and local transport merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-01-10 during late-night weekday hours and can be described as prepaid instrument."
TXN20250119004705,352.34,GBP,DEBIT,100199,ISSR_GB_118,ACQ_EMEA_502,2025-01-19,00:26:44,"This transaction was a mid-value debit card payment of 352.34 GBP at MarketSquare London 199, a general retail merchant in London, GB, within the EMEA region. It took place on 2025-01-19 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250203004706,2652.2,EUR,PREPAID,100025,ISSR_ES_241,ACQ_EMEA_502,2025-02-03,10:13:58,"This transaction was a very high-value prepaid card payment of 2652.2 EUR at FinServe Online Madrid 025, a financial services merchant in Madrid, ES, within the EMEA region. It took place on 2025-02-03 during morning weekday hours and can be described as very high-value, cash-like financial services, prepaid instrument."
TXN20250309004707,994.09,GBP,CREDIT,100183,ISSR_GB_224,ACQ_EMEA_503,2025-03-09,00:35:07,"This transaction was a high-value credit card payment of 994.09 GBP at CloudStay Manchester 183, a lodging and hospitality merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-09 during late-night weekend hours and can be described as high-value, travel-related, late-night activity, weekend spend."
TXN20250204004708,1011.6,CAD,CREDIT,100110,ISSR_CA_110,ACQ_NA_403,2025-02-04,02:55:09,"This transaction was a high-value credit card payment of 1011.6 CAD at SkyJet Travel Toronto 110, a air travel merchant in Toronto, CA, within the NA region. It took place on 2025-02-04 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250228004709,931.24,CAD,CREDIT,100102,ISSR_CA_214,ACQ_NA_403,2025-02-28,21:27:40,"This transaction was a high-value credit card payment of 931.24 CAD at SkyJet Travel Vancouver 102, a air travel merchant in Vancouver, CA, within the NA region. It took place on 2025-02-28 during evening weekday hours and can be described as high-value, travel-related."
TXN20250202004710,905.9,CAD,CREDIT,100147,ISSR_CA_214,ACQ_NA_403,2025-02-02,08:08:24,"This transaction was a high-value credit card payment of 905.9 CAD at CloudStay Toronto 147, a lodging and hospitality merchant in Toronto, CA, within the NA region. It took place on 2025-02-02 during morning weekend hours and can be described as high-value, travel-related, weekend spend."
TXN20250324004711,26.0,INR,PREPAID,100128,ISSR_IN_302,ACQ_APAC_703,2025-03-24,12:12:38,"This transaction was a small-ticket prepaid card payment of 26.0 INR at StreamSphere Bengaluru 128, a digital subscription services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-24 during afternoon weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250125004712,17,JPY,DEBIT,100007,ISSR_JP_287,ACQ_APAC_702,2025-01-25,15:01:00,"This transaction was a micro debit card payment of 17 JPY at QuickBite Osaka 007, a quick service dining merchant in Osaka, JP, within the APAC region. It took place on 2025-01-25 during afternoon weekend hours and can be described as weekend spend."
TXN20250107004713,11.15,CAD,DEBIT,100156,ISSR_CA_214,ACQ_NA_403,2025-01-07,14:15:17,"This transaction was a micro debit card payment of 11.15 CAD at QuickBite Vancouver 156, a quick service dining merchant in Vancouver, CA, within the NA region. It took place on 2025-01-07 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250315004714,2314.12,USD,CREDIT,100150,ISSR_US_101,ACQ_NA_401,2025-03-15,07:48:22,"This transaction was a very high-value credit card payment of 2314.12 USD at SkyJet Travel San Francisco 150, a air travel merchant in San Francisco, US, within the NA region. It took place on 2025-03-15 during morning weekend hours and can be described as very high-value, travel-related, weekend spend."
TXN20250323004715,6246.47,EUR,CREDIT,100161,ISSR_NL_255,ACQ_EMEA_503,2025-03-23,00:19:20,"This transaction was a very high-value credit card payment of 6246.47 EUR at EduPrime Amsterdam 161, a education services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-23 during late-night weekend hours and can be described as very high-value, late-night activity, weekend spend."
TXN20250213004716,10.0,INR,CREDIT,100128,ISSR_IN_302,ACQ_APAC_703,2025-02-13,11:12:35,"This transaction was a micro credit card payment of 10.0 INR at StreamSphere Bengaluru 128, a digital subscription services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-02-13 during morning weekday hours and can be described as digital recurring."
TXN20250323004717,161,JPY,CREDIT,100137,ISSR_JP_287,ACQ_APAC_701,2025-03-23,03:49:14,"This transaction was a mid-value credit card payment of 161 JPY at FreshMart Osaka 137, a grocery retail merchant in Osaka, JP, within the APAC region. It took place on 2025-03-23 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250219004718,1775.01,EUR,CREDIT,100218,ISSR_NL_149,ACQ_EMEA_502,2025-02-19,01:39:55,"This transaction was a high-value credit card payment of 1775.01 EUR at FinServe Online Amsterdam 218, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-19 during late-night weekday hours and can be described as high-value, cash-like financial services, late-night activity."
TXN20250203004719,17.21,USD,DEBIT,100153,ISSR_US_101,ACQ_NA_402,2025-02-03,17:26:11,"This transaction was a micro debit card payment of 17.21 USD at StreamSphere Chicago 153, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-02-03 during evening weekday hours and can be described as digital recurring."
TXN20250219004720,87.95,EUR,CREDIT,100074,ISSR_DE_238,ACQ_EMEA_502,2025-02-19,21:11:54,"This transaction was a small-ticket credit card payment of 87.95 EUR at MetroFuel Berlin 074, a fuel and convenience merchant in Berlin, DE, within the EMEA region. It took place on 2025-02-19 during evening weekday hours and can be described as everyday consumer spend."
TXN20250107004721,152.71,AUD,CREDIT,100060,ISSR_AU_276,ACQ_APAC_703,2025-01-07,11:42:20,"This transaction was a mid-value credit card payment of 152.71 AUD at Luxura Retail Melbourne 060, a fashion retail merchant in Melbourne, AU, within the APAC region. It took place on 2025-01-07 during morning weekday hours and can be described as everyday consumer spend."
TXN20250223004722,496.8,USD,CREDIT,100142,ISSR_US_205,ACQ_NA_402,2025-02-23,22:06:42,"This transaction was a mid-value credit card payment of 496.8 USD at SkyJet Travel New York 142, a air travel merchant in New York, US, within the NA region. It took place on 2025-02-23 during late-night weekend hours and can be described as travel-related, weekend spend."
TXN20250206004723,607.8,EUR,CREDIT,100175,ISSR_ES_241,ACQ_EMEA_501,2025-02-06,00:15:33,"This transaction was a high-value credit card payment of 607.8 EUR at EduPrime Madrid 175, a education services merchant in Madrid, ES, within the EMEA region. It took place on 2025-02-06 during late-night weekday hours and can be described as high-value, late-night activity."
TXN20250109004724,1689.04,EUR,CREDIT,100039,ISSR_NL_149,ACQ_EMEA_501,2025-01-09,05:27:58,"This transaction was a high-value credit card payment of 1689.04 EUR at CloudStay Amsterdam 039, a lodging and hospitality merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-01-09 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250219004725,105.38,USD,CREDIT,100190,ISSR_US_205,ACQ_NA_401,2025-02-19,10:25:10,"This transaction was a mid-value credit card payment of 105.38 USD at MetroFuel New York 190, a fuel and convenience merchant in New York, US, within the NA region. It took place on 2025-02-19 during morning weekday hours and can be described as everyday consumer spend."
TXN20250131004726,1887.28,USD,CREDIT,100142,ISSR_US_205,ACQ_NA_402,2025-01-31,18:35:35,"This transaction was a high-value credit card payment of 1887.28 USD at SkyJet Travel New York 142, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-31 during evening weekday hours and can be described as high-value, travel-related."
TXN20250310004727,968.71,USD,CREDIT,100179,ISSR_US_319,ACQ_NA_402,2025-03-10,11:50:55,"This transaction was a high-value credit card payment of 968.71 USD at SkyJet Travel New York 179, a air travel merchant in New York, US, within the NA region. It took place on 2025-03-10 during morning weekday hours and can be described as high-value, travel-related."
TXN20250109004728,652.15,USD,CREDIT,100142,ISSR_US_205,ACQ_NA_402,2025-01-09,20:53:25,"This transaction was a high-value credit card payment of 652.15 USD at SkyJet Travel New York 142, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-09 during evening weekday hours and can be described as high-value, travel-related."
TXN20250105004729,27.02,EUR,CREDIT,100052,ISSR_DE_238,ACQ_EMEA_502,2025-01-05,09:13:23,"This transaction was a small-ticket credit card payment of 27.02 EUR at StreamSphere Berlin 052, a digital subscription services merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-05 during morning weekend hours and can be described as digital recurring, weekend spend."
TXN20250220004730,1129.02,USD,DEBIT,100129,ISSR_US_319,ACQ_NA_401,2025-02-20,11:00:55,"This transaction was a high-value debit card payment of 1129.02 USD at ElectroHub San Francisco 129, a consumer electronics merchant in San Francisco, US, within the NA region. It took place on 2025-02-20 during morning weekday hours and can be described as high-value, premium electronics."
TXN20250315004731,741.87,EUR,PREPAID,100025,ISSR_ES_241,ACQ_EMEA_502,2025-03-15,16:19:53,"This transaction was a high-value prepaid card payment of 741.87 EUR at FinServe Online Madrid 025, a financial services merchant in Madrid, ES, within the EMEA region. It took place on 2025-03-15 during afternoon weekend hours and can be described as high-value, cash-like financial services, prepaid instrument, weekend spend."
TXN20250116004732,16,JPY,CREDIT,100049,ISSR_JP_174,ACQ_APAC_702,2025-01-16,04:12:56,"This transaction was a micro credit card payment of 16 JPY at RideNow Osaka 049, a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. It took place on 2025-01-16 during late-night weekday hours and can be described as late-night activity."
TXN20250325004733,789.43,AUD,CREDIT,100060,ISSR_AU_276,ACQ_APAC_703,2025-03-25,11:50:43,"This transaction was a high-value credit card payment of 789.43 AUD at Luxura Retail Melbourne 060, a fashion retail merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-25 during morning weekday hours and can be described as high-value."
TXN20250305004734,1641.69,GBP,CREDIT,100054,ISSR_GB_224,ACQ_EMEA_502,2025-03-05,00:51:54,"This transaction was a high-value credit card payment of 1641.69 GBP at ElectroHub Manchester 054, a consumer electronics merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-05 during late-night weekday hours and can be described as high-value, premium electronics, late-night activity."
TXN20250316004735,273.44,USD,DEBIT,100077,ISSR_US_205,ACQ_NA_403,2025-03-16,03:25:03,"This transaction was a mid-value debit card payment of 273.44 USD at ElectroHub Chicago 077, a consumer electronics merchant in Chicago, US, within the NA region. It took place on 2025-03-16 during late-night weekend hours and can be described as premium electronics, late-night activity, weekend spend."
TXN20250119004736,52.21,EUR,CREDIT,100008,ISSR_FR_229,ACQ_EMEA_502,2025-01-19,22:51:17,"This transaction was a small-ticket credit card payment of 52.21 EUR at MetroFuel Paris 008, a fuel and convenience merchant in Paris, FR, within the EMEA region. It took place on 2025-01-19 during late-night weekend hours and can be described as weekend spend."
TXN20250109004737,3707.56,EUR,CREDIT,100013,ISSR_NL_149,ACQ_EMEA_502,2025-01-09,16:50:18,"This transaction was a very high-value credit card payment of 3707.56 EUR at EduPrime Amsterdam 013, a education services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-01-09 during afternoon weekday hours and can be described as very high-value."
TXN20250326004738,325.56,CAD,DEBIT,100016,ISSR_CA_110,ACQ_NA_402,2025-03-26,18:06:49,"This transaction was a mid-value debit card payment of 325.56 CAD at FinServe Online Vancouver 016, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-26 during evening weekday hours and can be described as cash-like financial services."
TXN20250108004739,3834.53,CAD,CREDIT,100209,ISSR_CA_110,ACQ_NA_403,2025-01-08,04:44:28,"This transaction was a very high-value credit card payment of 3834.53 CAD at FinServe Online Vancouver 209, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-01-08 during late-night weekday hours and can be described as very high-value, cash-like financial services, late-night activity."
TXN20250129004740,631.89,USD,CREDIT,100079,ISSR_US_101,ACQ_NA_401,2025-01-29,04:50:32,"This transaction was a high-value credit card payment of 631.89 USD at SkyJet Travel Chicago 079, a air travel merchant in Chicago, US, within the NA region. It took place on 2025-01-29 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250315004741,1971.99,EUR,CREDIT,100048,ISSR_DE_132,ACQ_EMEA_502,2025-03-15,03:21:51,"This transaction was a high-value credit card payment of 1971.99 EUR at ElectroHub Berlin 048, a consumer electronics merchant in Berlin, DE, within the EMEA region. It took place on 2025-03-15 during late-night weekend hours and can be described as high-value, premium electronics, late-night activity, weekend spend."
TXN20250305004742,101.72,USD,DEBIT,100139,ISSR_US_205,ACQ_NA_402,2025-03-05,11:21:33,"This transaction was a mid-value debit card payment of 101.72 USD at FreshMart San Francisco 139, a grocery retail merchant in San Francisco, US, within the NA region. It took place on 2025-03-05 during morning weekday hours and can be described as everyday consumer spend."
TXN20250309004743,50.0,INR,CREDIT,100187,ISSR_IN_302,ACQ_APAC_701,2025-03-09,12:23:56,"This transaction was a small-ticket credit card payment of 50.0 INR at RideNow Mumbai 187, a ride-hailing and local transport merchant in Mumbai, IN, within the APAC region. It took place on 2025-03-09 during afternoon weekend hours and can be described as weekend spend."
TXN20250320004744,106.0,GBP,DEBIT,100168,ISSR_GB_118,ACQ_EMEA_501,2025-03-20,17:49:51,"This transaction was a mid-value debit card payment of 106.0 GBP at MetroFuel London 168, a fuel and convenience merchant in London, GB, within the EMEA region. It took place on 2025-03-20 during evening weekday hours and can be described as everyday consumer spend."
TXN20250222004745,10.2,AUD,PREPAID,100186,ISSR_AU_276,ACQ_APAC_702,2025-02-22,04:52:46,"This transaction was a micro prepaid card payment of 10.2 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-02-22 during late-night weekend hours and can be described as prepaid instrument, late-night activity, weekend spend."
TXN20250206004746,5.51,EUR,PREPAID,100169,ISSR_NL_149,ACQ_EMEA_501,2025-02-06,08:45:04,"This transaction was a micro prepaid card payment of 5.51 EUR at StreamSphere Amsterdam 169, a digital subscription services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-06 during morning weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250109004747,733,JPY,CREDIT,100088,ISSR_JP_174,ACQ_APAC_703,2025-01-09,09:58:25,"This transaction was a high-value credit card payment of 733 JPY at CloudStay Tokyo 088, a lodging and hospitality merchant in Tokyo, JP, within the APAC region. It took place on 2025-01-09 during morning weekday hours and can be described as high-value, travel-related."
TXN20250131004748,30.9,GBP,CREDIT,100132,ISSR_GB_224,ACQ_EMEA_502,2025-01-31,20:32:18,"This transaction was a small-ticket credit card payment of 30.9 GBP at PharmaDirect London 132, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-01-31 during evening weekday hours and can be described as everyday consumer spend."
